System_Epoch,Decive,Category,E4_Epoch,Value,
1.66616E+12,E4,Bvp,1666158167,-0.4082031,
1.66616E+12,E4,Bvp,1666158167,-0.3757019,
1.66616E+12,E4,Bvp,1666158167,-0.2205429,
1.66616E+12,E4,Bvp,1666158167,-0.05677032,
1.66616E+12,E4,Bvp,1666158167,0.01094818,
1.66616E+12,E4,Bvp,1666158167,-0.05724335,
1.66616E+12,E4,Bvp,1666158168,-0.2174911,
1.66616E+12,E4,Bvp,1666158168,-0.3812637,
1.66616E+12,E4,Bvp,1666158168,-0.4775772,
1.66616E+12,E4,Bvp,1666158168,-0.5001678,
1.66616E+12,E4,Bvp,1666158168,-0.5098419,
1.66616E+12,E4,Bvp,1666158168,-0.5676804,
1.66616E+12,E4,Bvp,1666158168,-0.6917343,
1.66616E+12,E4,Bvp,1666158168,-0.8257446,
1.66616E+12,E4,Bvp,1666158168,-0.8736801,
1.66616E+12,E4,Bvp,1666158168,-0.7521439,
1.66616E+12,E4,Bvp,1666158168,-0.4506607,
1.66616E+12,E4,Bvp,1666158168,-0.05447388,
1.66616E+12,E4,Bvp,1666158168,0.2914658,
1.66616E+12,E4,Bvp,1666158168,0.4477539,
1.66616E+12,E4,Bvp,1666158168,0.3482666,
1.66616E+12,E4,Bvp,1666158168,0.03170776,
1.66616E+12,E4,Bvp,1666158168,-0.3601456,
1.66616E+12,E4,Bvp,1666158168,-0.6459885,
1.66616E+12,E4,Bvp,1666158168,-0.6789093,
1.66616E+12,E4,Bvp,1666158168,-0.4190369,
1.66616E+12,E4,Bvp,1666158168,0.04896545,
1.66616E+12,E4,Bvp,1666158168,0.5479965,
1.66616E+12,E4,Bvp,1666158168,0.8788376,
1.66616E+12,E4,Bvp,1666158168,0.9197769,
1.66616E+12,E4,Bvp,1666158168,0.6801376,
1.66616E+12,E4,Bvp,1666158168,0.2938232,
1.66616E+12,E4,Bvp,1666158168,-0.0478363,
1.66616E+12,E4,Bvp,1666158168,-0.1766663,
1.66616E+12,E4,Bvp,1666158168,-0.04710388,
1.66616E+12,E4,Bvp,1666158168,0.2672806,
1.66616E+12,E4,Bvp,1666158168,0.8293533,
1.66616E+12,E4,Bvp,1666158168,0.6117401,
1.66616E+12,E4,Bvp,1666158168,0.8271713,
1.66616E+12,E4,Bvp,1666158168,0.611702,
1.66616E+12,E4,Bvp,1666158168,0.2593842,
1.66616E+12,E4,Bvp,1666158168,-0.1086121,
1.66616E+12,E4,Bvp,1666158168,-0.3898315,
1.66616E+12,E4,Bvp,1666158168,-0.515625,
1.66616E+12,E4,Bvp,1666158168,-0.465744,
1.66616E+12,E4,Bvp,1666158168,-0.265152,
1.66616E+12,E4,Bvp,1666158168,0.02927399,
1.66616E+12,E4,Bvp,1666158168,0.3540039,
1.66616E+12,E4,Bvp,1666158168,0.6456985,
1.66616E+12,E4,Bvp,1666158168,0.8522034,
1.66616E+12,E4,Bvp,1666158168,0.9385376,
1.66616E+12,E4,Bvp,1666158168,0.9020691,
1.66616E+12,E4,Bvp,1666158168,0.7566223,
1.66616E+12,E4,Bvp,1666158168,0.5484238,
1.66616E+12,E4,Bvp,1666158168,0.3360748,
1.66616E+12,E4,Bvp,1666158168,0.100914,
1.66616E+12,E4,Bvp,1666158168,0.08700562,
1.66616E+12,E4,Bvp,1666158168,0.07785797,
1.66616E+12,E4,Bvp,1666158168,0.009742737,
1.66616E+12,E4,Gsr,1666158167,0,
1.66616E+12,E4,Gsr,1666158167,0,
1.66616E+12,E4,Gsr,1666158168,0,
1.66616E+12,E4,Gsr,1666158168,0,
1.66616E+12,E4,Gsr,1666158168,0,
1.66616E+12,E4,Gsr,1666158168,0,
1.66616E+12,E4,Bvp,1666158168,-0.1386337,
1.66616E+12,E4,Bvp,1666158168,-0.3371201,
1.66616E+12,E4,Bvp,1666158168,-0.5058746,
1.66616E+12,E4,Bvp,1666158168,-0.5737381,
1.66616E+12,E4,Bvp,1666158168,-0.5174332,
1.66616E+12,E4,Bvp,1666158168,-0.3686829,
1.66616E+12,E4,Bvp,1666158168,-0.2091675,
1.66616E+12,E4,Bvp,1666158168,-0.1235504,
1.66616E+12,E4,Bvp,1666158168,-0.14814,
1.66616E+12,E4,Bvp,1666158168,-0.2624817,
1.66616E+12,E4,Bvp,1666158169,-0.4127579,
1.66616E+12,E4,Bvp,1666158169,-0.520256,
1.66616E+12,E4,Bvp,1666158169,-0.553627,
1.66616E+12,E4,Bvp,1666158169,-0.5258026,
1.66616E+12,E4,Bvp,1666158169,-0.4837952,
1.66616E+12,E4,Bvp,1666158169,-0.4974442,
1.66616E+12,E4,Bvp,1666158169,-0.4727402,
1.66616E+12,E4,Bvp,1666158169,-0.5252686,
1.66616E+12,E4,Bvp,1666158169,-0.49897,
1.66616E+12,E4,Bvp,1666158169,-0.3888245,
1.66616E+12,E4,Bvp,1666158169,-0.2092743,
1.66616E+12,E4,Bvp,1666158169,-0.02807617,
1.66616E+12,E4,Bvp,1666158169,0.07092285,
1.66616E+12,E4,Bvp,1666158169,0.05789185,
1.66616E+12,E4,Bvp,1666158169,-0.03973389,
1.66616E+12,E4,Bvp,1666158169,-0.1262207,
1.66616E+12,E4,Bvp,1666158169,-0.1028976,
1.66616E+12,E4,Bvp,1666158169,0.07209778,
1.66616E+12,E4,Bvp,1666158169,0.3588181,
1.66616E+12,E4,Bvp,1666158169,0.6608887,
1.66616E+12,E4,Bvp,1666158169,0.8699799,
1.66616E+12,E4,Bvp,1666158169,0.9221191,
1.66616E+12,E4,Bvp,1666158169,0.821106,
1.66616E+12,E4,Bvp,1666158169,0.6068954,
1.66616E+12,E4,Bvp,1666158169,0.3348083,
1.66616E+12,E4,Bvp,1666158169,0.0424118,
1.66616E+12,E4,Bvp,1666158169,-0.2426605,
1.66616E+12,E4,Bvp,1666158169,-0.4875259,
1.66616E+12,E4,Bvp,1666158169,-0.6490555,
1.66616E+12,E4,Bvp,1666158169,-0.6907349,
1.66616E+12,E4,Bvp,1666158169,-0.5996017,
1.66616E+12,E4,Bvp,1666158169,-0.4093399,
1.66616E+12,E4,Bvp,1666158169,-0.2033997,
1.66616E+12,E4,Bvp,1666158169,-0.06375122,
1.66616E+12,E4,Bvp,1666158169,-0.04972076,
1.66616E+12,E4,Bvp,1666158169,-0.1554718,
1.66616E+12,E4,Bvp,1666158169,-0.3288422,
1.66616E+12,E4,Bvp,1666158169,-0.4864197,
1.66616E+12,E4,Bvp,1666158169,-0.5553741,
1.66616E+12,E4,Bvp,1666158169,-0.5135269,
1.66616E+12,E4,Bvp,1666158169,-0.3765717,
1.66616E+12,E4,Bvp,1666158169,-0.2141037,
1.66616E+12,E4,Bvp,1666158169,-0.09065247,
1.66616E+12,E4,Bvp,1666158169,-0.04404449,
1.66616E+12,E4,Bvp,1666158169,-0.066185,
1.66616E+12,E4,Bvp,1666158169,-0.09263611,
1.66616E+12,E4,Bvp,1666158169,-0.04898071,
1.66616E+12,E4,Bvp,1666158169,0.1012421,
1.66616E+12,E4,Bvp,1666158169,0.3317337,
1.66616E+12,E4,Bvp,1666158169,0.554512,
1.66616E+12,E4,Bvp,1666158169,0.6655731,
1.66616E+12,E4,Bvp,1666158169,0.6174393,
1.66616E+12,E4,Bvp,1666158169,0.4355698,
1.66616E+12,E4,Bvp,1666158169,0.2127609,
1.66616E+12,E4,Bvp,1666158169,0.05094147,
1.66616E+12,E4,Bvp,1666158169,0.01067352,
1.66616E+12,E4,Bvp,1666158169,0.08374023,
1.66616E+12,E4,Bvp,1666158169,0.2117462,
1.66616E+12,E4,Bvp,1666158169,0.3249359,
1.66616E+12,E4,Bvp,1666158169,0.3701096,
1.66616E+12,E4,Bvp,1666158169,0.3321075,
1.66616E+12,E4,Bvp,1666158169,0.2360611,
1.66616E+12,E4,Bvp,1666158169,0.1323547,
1.66616E+12,E4,Bvp,1666158169,0.0684967,
1.66616E+12,E4,Bvp,1666158170,0.08215332,
1.66616E+12,E4,Bvp,1666158170,0.1674042,
1.66616E+12,E4,Bvp,1666158170,0.2713852,
1.66616E+12,E4,Bvp,1666158170,0.3304977,
1.66616E+12,E4,Bvp,1666158170,0.3011017,
1.66616E+12,E4,Bvp,1666158170,0.1982498,
1.66616E+12,E4,Bvp,1666158170,0.09915161,
1.66616E+12,E4,Bvp,1666158170,0.07808685,
1.66616E+12,E4,Bvp,1666158170,0.1767654,
1.66616E+12,E4,Bvp,1666158170,0.3542252,
1.66616E+12,E4,Bvp,1666158170,0.5045776,
1.66616E+12,E4,Bvp,1666158170,0.5208511,
1.66616E+12,E4,Bvp,1666158170,0.3512955,
1.66616E+12,E4,Bvp,1666158170,0.02630615,
1.66616E+12,E4,Gsr,1666158169,0,
1.66616E+12,E4,Gsr,1666158169,0,
1.66616E+12,E4,Gsr,1666158169,0,
1.66616E+12,E4,Gsr,1666158169,0,
1.66616E+12,E4,Gsr,1666158170,0,
1.66616E+12,E4,Gsr,1666158170,0,
1.66616E+12,E4,Bvp,1666158170,-0.3508072,
1.66616E+12,E4,Bvp,1666158170,-0.6678009,
1.66616E+12,E4,Bvp,1666158170,-0.847641,
1.66616E+12,E4,Bvp,1666158170,-0.871933,
1.66616E+12,E4,Bvp,1666158170,-0.7811966,
1.66616E+12,E4,Bvp,1666158170,-0.6368027,
1.66616E+12,E4,Bvp,1666158170,-0.488121,
1.66616E+12,E4,Bvp,1666158170,-0.3617096,
1.66616E+12,E4,Bvp,1666158170,-0.2649231,
1.66616E+12,E4,Bvp,1666158170,-0.1991653,
1.66616E+12,E4,Bvp,1666158170,-0.1785431,
1.66616E+12,E4,Bvp,1666158170,-0.2127304,
1.66616E+12,E4,Bvp,1666158170,-0.2818375,
1.66616E+12,E4,Bvp,1666158170,-0.3268204,
1.66616E+12,E4,Bvp,1666158170,-0.2729263,
1.66616E+12,E4,Bvp,1666158170,-0.06913757,
1.66616E+12,E4,Bvp,1666158170,0.2596664,
1.66616E+12,E4,Bvp,1666158170,0.5940628,
1.66616E+12,E4,Bvp,1666158170,0.8033447,
1.66616E+12,E4,Bvp,1666158170,0.809433,
1.66616E+12,E4,Bvp,1666158170,0.6453705,
1.66616E+12,E4,Bvp,1666158170,0.4457626,
1.66616E+12,E4,Bvp,1666158170,0.3429565,
1.66616E+12,E4,Bvp,1666158170,0.3788834,
1.66616E+12,E4,Bvp,1666158170,0.495636,
1.66616E+12,E4,Bvp,1666158170,0.5745926,
1.66616E+12,E4,Bvp,1666158170,0.5428162,
1.66616E+12,E4,Bvp,1666158170,0.4317398,
1.66616E+12,E4,Bvp,1666158170,0.3532715,
1.66616E+12,E4,Bvp,1666158170,0.3955841,
1.66616E+12,E4,Bvp,1666158170,0.5520935,
1.66616E+12,E4,Bvp,1666158170,0.7125168,
1.66616E+12,E4,Bvp,1666158170,0.7333298,
1.66616E+12,E4,Bvp,1666158170,0.5486832,
1.66616E+12,E4,Bvp,1666158170,0.2168732,
1.66616E+12,E4,Bvp,1666158170,-0.1221008,
1.66616E+12,E4,Bvp,1666158170,-0.3346481,
1.66616E+12,E4,Bvp,1666158170,-0.3807297,
1.66616E+12,E4,Bvp,1666158170,-0.3236847,
1.66616E+12,E4,Bvp,1666158170,-0.264679,
1.66616E+12,E4,Bvp,1666158170,-0.2621841,
1.66616E+12,E4,Bvp,1666158170,-0.2995605,
1.66616E+12,E4,Bvp,1666158170,-0.3089828,
1.66616E+12,E4,Bvp,1666158170,-0.2415009,
1.66616E+12,E4,Bvp,1666158170,-0.1155853,
1.66616E+12,E4,Bvp,1666158170,-0.01646423,
1.66616E+12,E4,Bvp,1666158170,-0.0345993,
1.66616E+12,E4,Bvp,1666158170,-0.2121048,
1.66616E+12,E4,Bvp,1666158170,-0.5021362,
1.66616E+12,E4,Bvp,1666158170,-0.7854538,
1.66616E+12,E4,Bvp,1666158171,-0.9225159,
1.66616E+12,E4,Bvp,1666158171,-0.8127823,
1.66616E+12,E4,Bvp,1666158171,-0.4430695,
1.66616E+12,E4,Bvp,1666158171,0.1084595,
1.66616E+12,E4,Bvp,1666158171,0.6812439,
1.66616E+12,E4,Bvp,1666158171,1.092308,
1.66616E+12,E4,Bvp,1666158171,1.207695,
1.66616E+12,E4,Bvp,1666158171,1.000404,
1.66616E+12,E4,Bvp,1666158171,0.5731964,
1.66616E+12,E4,Bvp,1666158171,0.09817505,
1.66616E+12,E4,Bvp,1666158171,-0.2349777,
1.66616E+12,E4,Bvp,1666158171,-0.3242569,
1.66616E+12,E4,Bvp,1666158171,-0.1917877,
1.66616E+12,E4,Bvp,1666158171,0.05189514,
1.66616E+12,E4,Bvp,1666158171,0.2706223,
1.66616E+12,E4,Bvp,1666158171,0.3676376,
1.66616E+12,E4,Bvp,1666158171,0.3164444,
1.66616E+12,E4,Bvp,1666158171,0.141716,
1.66616E+12,E4,Bvp,1666158171,-0.1232758,
1.66616E+12,E4,Bvp,1666158171,-0.4300003,
1.66616E+12,E4,Bvp,1666158171,-0.7520294,
1.66616E+12,E4,Bvp,1666158171,-1.049309,
1.66616E+12,E4,Bvp,1666158171,-1.274101,
1.66616E+12,E4,Bvp,1666158171,-1.377419,
1.66616E+12,E4,Bvp,1666158171,-1.326012,
1.66616E+12,E4,Bvp,1666158171,-1.119324,
1.66616E+12,E4,Bvp,1666158171,-0.7924042,
1.66616E+12,E4,Bvp,1666158171,-0.4143372,
1.66616E+12,E4,Bvp,1666158171,-0.06198883,
1.66616E+12,E4,Bvp,1666158171,0.1850281,
1.66616E+12,E4,Bvp,1666158171,0.2613831,
1.66616E+12,E4,Bvp,1666158171,0.1397476,
1.66616E+12,E4,Bvp,1666158171,-0.1447678,
1.66616E+12,E4,Bvp,1666158171,-0.5102921,
1.66616E+12,E4,Bvp,1666158171,-0.8355331,
1.66616E+12,E4,Bvp,1666158171,-1.012901,
1.66616E+12,E4,Bvp,1666158171,-1.004257,
1.66616E+12,E4,Bvp,1666158171,-0.8340683,
1.66616E+12,E4,Bvp,1666158171,-0.5774384,
1.66616E+12,E4,Bvp,1666158171,-0.319191,
1.66616E+12,E4,Bvp,1666158171,-0.1145782,
1.66616E+12,E4,Bvp,1666158171,0.01828766,
1.66616E+12,E4,Bvp,1666158171,0.09061432,
1.66616E+12,E4,Bvp,1666158171,0.1287079,
1.66616E+12,E4,Bvp,1666158171,0.1539688,
1.66616E+12,E4,Bvp,1666158171,0.1743774,
1.66616E+12,E4,Bvp,1666158171,0.2046356,
1.66616E+12,E4,Bvp,1666158171,0.260994,
1.66616E+12,E4,Bvp,1666158171,0.3693542,
1.66616E+12,E4,Gsr,1666158170,0,
1.66616E+12,E4,Gsr,1666158170,0,
1.66616E+12,E4,Gsr,1666158171,0,
1.66616E+12,E4,Gsr,1666158171,0,
1.66616E+12,E4,Gsr,1666158171,0,
1.66616E+12,E4,Gsr,1666158171,0,
1.66616E+12,E4,Bvp,1666158171,0.5423126,
1.66616E+12,E4,Bvp,1666158171,0.7428131,
1.66616E+12,E4,Bvp,1666158171,0.8993912,
1.66616E+12,E4,Bvp,1666158171,0.9262314,
1.66616E+12,E4,Bvp,1666158171,0.7792664,
1.66616E+12,E4,Bvp,1666158171,0.4826813,
1.66616E+12,E4,Bvp,1666158171,0.1313705,
1.66616E+12,E4,Bvp,1666158171,-0.165741,
1.66616E+12,E4,Bvp,1666158171,-0.3249741,
1.66616E+12,E4,Bvp,1666158171,-0.325737,
1.66616E+12,E4,Bvp,1666158171,-0.1912994,
1.66616E+12,E4,Bvp,1666158171,0.01848602,
1.66616E+12,E4,Bvp,1666158171,0.2418365,
1.66616E+12,E4,Bvp,1666158171,0.4338455,
1.66616E+12,E4,Bvp,1666158171,0.5546951,
1.66616E+12,E4,Bvp,1666158172,0.5838013,
1.66616E+12,E4,Bvp,1666158172,0.5048141,
1.66616E+12,E4,Bvp,1666158172,0.3452148,
1.66616E+12,E4,Bvp,1666158172,0.1724091,
1.66616E+12,E4,Bvp,1666158172,0.05808258,
1.66616E+12,E4,Bvp,1666158172,0.04701996,
1.66616E+12,E4,Bvp,1666158172,0.1214676,
1.66616E+12,E4,Bvp,1666158172,0.2085266,
1.66616E+12,E4,Bvp,1666158172,0.202034,
1.66616E+12,E4,Bvp,1666158172,0.05417633,
1.66616E+12,E4,Bvp,1666158172,-0.2134857,
1.66616E+12,E4,Bvp,1666158172,-0.5133286,
1.66616E+12,E4,Bvp,1666158172,-0.7332916,
1.66616E+12,E4,Bvp,1666158172,-0.7990723,
1.66616E+12,E4,Bvp,1666158172,-0.6884842,
1.66616E+12,E4,Bvp,1666158172,-0.4417572,
1.66616E+12,E4,Bvp,1666158172,-0.1257553,
1.66616E+12,E4,Bvp,1666158172,0.1820831,
1.66616E+12,E4,Bvp,1666158172,0.4249802,
1.66616E+12,E4,Bvp,1666158172,0.5746918,
1.66616E+12,E4,Bvp,1666158172,0.6406097,
1.66616E+12,E4,Bvp,1666158172,0.6447525,
1.66616E+12,E4,Bvp,1666158172,0.6108093,
1.66616E+12,E4,Bvp,1666158172,0.5530777,
1.66616E+12,E4,Bvp,1666158172,0.4688034,
1.66616E+12,E4,Bvp,1666158172,0.3594055,
1.66616E+12,E4,Bvp,1666158172,0.2356873,
1.66616E+12,E4,Bvp,1666158172,0.1386108,
1.66616E+12,E4,Bvp,1666158172,0.1124191,
1.66616E+12,E4,Bvp,1666158172,0.1723557,
1.66616E+12,E4,Bvp,1666158172,0.2888031,
1.66616E+12,E4,Bvp,1666158172,0.4008942,
1.66616E+12,E4,Bvp,1666158172,0.4537811,
1.66616E+12,E4,Bvp,1666158172,0.4178467,
1.66616E+12,E4,Bvp,1666158172,0.3140717,
1.66616E+12,E4,Bvp,1666158172,0.1722946,
1.66616E+12,E4,Bvp,1666158172,0.01424408,
1.66616E+12,E4,Bvp,1666158172,-0.1508026,
1.66616E+12,E4,Bvp,1666158172,-0.3236923,
1.66616E+12,E4,Bvp,1666158172,-0.4589615,
1.66616E+12,E4,Bvp,1666158172,-0.5101318,
1.66616E+12,E4,Bvp,1666158172,-0.4372864,
1.66616E+12,E4,Bvp,1666158172,-0.2538986,
1.66616E+12,E4,Bvp,1666158172,-0.03536987,
1.66616E+12,E4,Bvp,1666158172,0.1380768,
1.66616E+12,E4,Bvp,1666158172,0.2309494,
1.66616E+12,E4,Bvp,1666158172,0.2698898,
1.66616E+12,E4,Bvp,1666158172,0.3219223,
1.66616E+12,E4,Bvp,1666158172,0.435379,
1.66616E+12,E4,Bvp,1666158172,0.5762329,
1.66616E+12,E4,Bvp,1666158172,0.6520996,
1.66616E+12,E4,Bvp,1666158172,0.5683746,
1.66616E+12,E4,Bvp,1666158172,0.3179245,
1.66616E+12,E4,Bvp,1666158172,-0.01307678,
1.66616E+12,E4,Bvp,1666158172,-0.2724228,
1.66616E+12,E4,Bvp,1666158172,-0.3375702,
1.66616E+12,E4,Bvp,1666158172,-0.186348,
1.66616E+12,E4,Bvp,1666158172,0.09603882,
1.66616E+12,E4,Bvp,1666158172,0.3610077,
1.66616E+12,E4,Bvp,1666158172,0.4838181,
1.66616E+12,E4,Bvp,1666158172,0.4034348,
1.66616E+12,E4,Bvp,1666158172,0.1490784,
1.66616E+12,E4,Bvp,1666158172,-0.2036362,
1.66616E+12,E4,Bvp,1666158172,-0.5574417,
1.66616E+12,E4,Bvp,1666158173,-0.8347321,
1.66616E+12,E4,Bvp,1666158173,-0.9997559,
1.66616E+12,E4,Bvp,1666158173,-1.050575,
1.66616E+12,E4,Bvp,1666158173,-1.021797,
1.66616E+12,E4,Bvp,1666158173,-0.9530182,
1.66616E+12,E4,Bvp,1666158173,-0.8614426,
1.66616E+12,E4,Bvp,1666158173,-0.7407455,
1.66616E+12,E4,Bvp,1666158173,-0.5494385,
1.66616E+12,E4,Bvp,1666158173,-0.2558899,
1.66616E+12,E4,Bvp,1666158173,0.1392975,
1.66616E+12,E4,Bvp,1666158173,0.5828629,
1.66616E+12,E4,Bvp,1666158173,0.9695663,
1.66616E+12,E4,Bvp,1666158173,1.19503,
1.66616E+12,E4,Bvp,1666158173,1.200867,
1.66616E+12,E4,Bvp,1666158173,0.9833908,
1.66616E+12,E4,Bvp,1666158173,0.5978699,
1.66616E+12,E4,Bvp,1666158173,0.1305313,
1.66616E+12,E4,Bvp,1666158173,-0.3316879,
1.66616E+12,E4,Bvp,1666158173,-0.7097702,
1.66616E+12,E4,Bvp,1666158173,-0.9367065,
1.66616E+12,E4,Gsr,1666158172,0,
1.66616E+12,E4,Gsr,1666158172,0,
1.66616E+12,E4,Gsr,1666158172,0,
1.66616E+12,E4,Gsr,1666158172,0,
1.66616E+12,E4,Gsr,1666158173,0,
1.66616E+12,E4,Gsr,1666158173,0,
1.66616E+12,E4,Bvp,1666158173,-0.95578,
1.66616E+12,E4,Bvp,1666158173,-0.4199371,
1.66616E+12,E4,Bvp,1666158173,-0.7652283,
1.66616E+12,E4,Bvp,1666158173,-0.03775787,
1.66616E+12,E4,Bvp,1666158173,0.2490311,
1.66616E+12,E4,Bvp,1666158173,0.3474884,
1.66616E+12,E4,Bvp,1666158173,0.2536469,
1.66616E+12,E4,Bvp,1666158173,0.0500412,
1.66616E+12,E4,Bvp,1666158173,-0.1411133,
1.66616E+12,E4,Bvp,1666158173,-0.2188187,
1.66616E+12,E4,Bvp,1666158173,-0.1632004,
1.66616E+12,E4,Bvp,1666158173,-0.03677368,
1.66616E+12,E4,Bvp,1666158173,0.05097198,
1.66616E+12,E4,Bvp,1666158173,0.01987457,
1.66616E+12,E4,Bvp,1666158173,-0.140152,
1.66616E+12,E4,Bvp,1666158173,-0.3628616,
1.66616E+12,E4,Bvp,1666158173,-0.5319901,
1.66616E+12,E4,Bvp,1666158173,-0.5571442,
1.66616E+12,E4,Bvp,1666158173,-0.4117966,
1.66616E+12,E4,Bvp,1666158173,-0.1426239,
1.66616E+12,E4,Bvp,1666158173,0.155098,
1.66616E+12,E4,Bvp,1666158173,0.3894882,
1.66616E+12,E4,Bvp,1666158173,0.5081177,
1.66616E+12,E4,Bvp,1666158173,0.500824,
1.66616E+12,E4,Bvp,1666158173,0.3995285,
1.66616E+12,E4,Bvp,1666158173,0.2457886,
1.66616E+12,E4,Bvp,1666158173,0.08493805,
1.66616E+12,E4,Bvp,1666158173,-0.04795837,
1.66616E+12,E4,Bvp,1666158173,-0.1260605,
1.66616E+12,E4,Bvp,1666158173,-0.1352539,
1.66616E+12,E4,Bvp,1666158173,0.00479126,
1.66616E+12,E4,Bvp,1666158173,-0.08680725,
1.66616E+12,E4,Bvp,1666158173,0.1284332,
1.66616E+12,E4,Bvp,1666158173,0.279953,
1.66616E+12,E4,Bvp,1666158173,0.4513779,
1.66616E+12,E4,Bvp,1666158173,0.6193848,
1.66616E+12,E4,Bvp,1666158173,0.7294159,
1.66616E+12,E4,Bvp,1666158173,0.717926,
1.66616E+12,E4,Bvp,1666158173,0.5523758,
1.66616E+12,E4,Bvp,1666158173,0.2524185,
1.66616E+12,E4,Bvp,1666158173,-0.09848785,
1.66616E+12,E4,Bvp,1666158173,-0.3902588,
1.66616E+12,E4,Bvp,1666158173,-0.5256958,
1.66616E+12,E4,Bvp,1666158173,-0.477951,
1.66616E+12,E4,Bvp,1666158174,-0.2989655,
1.66616E+12,E4,Bvp,1666158174,-0.08141327,
1.66616E+12,E4,Bvp,1666158174,0.08695221,
1.66616E+12,E4,Bvp,1666158174,0.1527405,
1.66616E+12,E4,Bvp,1666158174,0.1084595,
1.66616E+12,E4,Bvp,1666158174,-0.02793884,
1.66616E+12,E4,Bvp,1666158174,-0.2309647,
1.66616E+12,E4,Bvp,1666158174,-0.4608002,
1.66616E+12,E4,Bvp,1666158174,-0.6654434,
1.66616E+12,E4,Bvp,1666158174,-0.776413,
1.66616E+12,E4,Bvp,1666158174,-0.7336197,
1.66616E+12,E4,Bvp,1666158174,-0.5323792,
1.66616E+12,E4,Bvp,1666158174,-0.2379684,
1.66616E+12,E4,Bvp,1666158174,0.02457428,
1.66616E+12,E4,Bvp,1666158174,0.1425171,
1.66616E+12,E4,Bvp,1666158174,-0.1499939,
1.66616E+12,E4,Bvp,1666158174,0.0643692,
1.66616E+12,E4,Bvp,1666158174,-0.3580627,
1.66616E+12,E4,Bvp,1666158174,-0.4213867,
1.66616E+12,E4,Bvp,1666158174,-0.2768631,
1.66616E+12,E4,Bvp,1666158174,0.01883698,
1.66616E+12,E4,Bvp,1666158174,0.3526764,
1.66616E+12,E4,Bvp,1666158174,0.6194,
1.66616E+12,E4,Bvp,1666158174,0.7956009,
1.66616E+12,E4,Bvp,1666158174,0.9216537,
1.66616E+12,E4,Bvp,1666158174,1.039917,
1.66616E+12,E4,Bvp,1666158174,1.13488,
1.66616E+12,E4,Bvp,1666158174,1.125305,
1.66616E+12,E4,Bvp,1666158174,0.9300003,
