1.66736E+12,,,,,,
System_Epoch,Category,E4_Epoch,Value,,,
R,device_connect,OK,,,,
1.66736E+12,R,device_subscribe,gsr,OK,,
1.66736E+12,E4_Bvp,1667364900,20.9165,,,
1.66736E+12,E4_Bvp,1667364900,18.61973,,,
1.66736E+12,E4_Bvp,1667364900,16.25225,,,
1.66736E+12,E4_Bvp,1667364900,14.20675,,,
1.66736E+12,E4_Bvp,1667364900,12.49668,,,
1.66736E+12,E4_Bvp,1667364900,10.79266,,,
1.66736E+12,E4_Bvp,1667364900,8.657532,,,
1.66736E+12,E4_Bvp,1667364900,5.772797,,,
1.66736E+12,E4_Bvp,1667364900,2.082504,,,
1.66736E+12,E4_Bvp,1667364900,-2.184105,,,
1.66736E+12,E4_Bvp,1667364900,-6.691734,,,
1.66736E+12,E4_Bvp,1667364900,-11.08293,,,
1.66736E+12,E4_Bvp,1667364900,-15.1283,,,
1.66736E+12,E4_Bvp,1667364900,-18.58614,,,
1.66736E+12,E4_Bvp,1667364900,-21.15916,,,
1.66736E+12,E4_Bvp,1667364900,-22.41039,,,
1.66736E+12,E4_Bvp,1667364900,-21.93266,,,
1.66736E+12,E4_Bvp,1667364900,-19.53252,,,
1.66736E+12,E4_Bvp,1667364900,-15.43632,,,
1.66736E+12,E4_Bvp,1667364900,-10.28046,,,
1.66736E+12,E4_Gsr,1667364899,0.6138027,,,
1.66736E+12,E4_Gsr,1667364899,0.6138027,,,
1.66736E+12,E4_Gsr,1667364899,0.6150836,,,
1.66736E+12,E4_Gsr,1667364900,0.6163645,,,
1.66736E+12,E4_Gsr,1667364900,0.6150836,,,
1.66736E+12,E4_Gsr,1667364900,0.6163645,,,
1.66736E+12,E4_Bvp,1667364900,-4.922302,,,
1.66736E+12,E4_Bvp,1667364900,-0.04180145,,,
1.66736E+12,E4_Bvp,1667364900,4.141289,,,
1.66736E+12,E4_Bvp,1667364900,7.876862,,,
1.66736E+12,E4_Bvp,1667364900,11.65318,,,
1.66736E+12,E4_Bvp,1667364900,15.7769,,,
1.66736E+12,E4_Bvp,1667364900,20.14699,,,
1.66736E+12,E4_Bvp,1667364900,24.3239,,,
1.66736E+12,E4_Bvp,1667364900,27.80351,,,
1.66736E+12,E4_Bvp,1667364900,30.37061,,,
1.66736E+12,E4_Bvp,1667364900,32.17014,,,
1.66736E+12,E4_Bvp,1667364900,33.53711,,,
1.66736E+12,E4_Bvp,1667364900,34.60385,,,
1.66736E+12,E4_Bvp,1667364900,35.10168,,,
1.66736E+12,E4_Bvp,1667364900,34.47879,,,
1.66736E+12,E4_Bvp,1667364900,32.2494,,,
1.66736E+12,E4_Bvp,1667364900,28.3985,,,
1.66736E+12,E4_Bvp,1667364900,18.54315,,,
1.66736E+12,E4_Bvp,1667364900,23.52353,,,
1.66736E+12,E4_Bvp,1667364900,14.2477,,,
1.66736E+12,E4_Bvp,1667364900,10.90131,,,
1.66736E+12,E4_Bvp,1667364900,8.136337,,,
1.66736E+12,E4_Bvp,1667364900,5.263382,,,
1.66736E+12,E4_Bvp,1667364900,1.722992,,,
1.66736E+12,E4_Bvp,1667364900,-2.571381,,,
1.66736E+12,E4_Bvp,1667364900,-7.20697,,,
1.66736E+12,E4_Bvp,1667364900,-15.18401,,,
1.66736E+12,E4_Bvp,1667364900,-11.5461,,,
1.66736E+12,E4_Bvp,1667364900,-18.20695,,,
1.66736E+12,E4_Bvp,1667364900,-21.13477,,,
1.66736E+12,E4_Bvp,1667364900,-24.63545,,,
1.66736E+12,E4_Bvp,1667364900,-29.13297,,,
1.66736E+12,E4_Bvp,1667364900,-34.56618,,,
1.66736E+12,E4_Bvp,1667364900,-40.43633,,,
1.66736E+12,E4_Bvp,1667364900,-46.04494,,,
1.66736E+12,E4_Bvp,1667364901,-50.7757,,,
1.66736E+12,E4_Bvp,1667364901,-54.2356,,,
1.66736E+12,E4_Bvp,1667364901,-56.28654,,,
1.66736E+12,E4_Bvp,1667364901,-56.90842,,,
1.66736E+12,E4_Bvp,1667364901,-56.19553,,,
1.66736E+12,E4_Bvp,1667364901,-54.39162,,,
1.66736E+12,E4_Bvp,1667364901,-52.0015,,,
1.66736E+12,E4_Bvp,1667364901,-49.79138,,,
1.66736E+12,E4_Bvp,1667364901,-48.6225,,,
1.66736E+12,E4_Bvp,1667364901,-49.15549,,,
1.66736E+12,E4_Bvp,1667364901,-51.57669,,,
1.66736E+12,E4_Bvp,1667364901,-55.44907,,,
1.66736E+12,E4_Bvp,1667364901,-59.79022,,,
1.66736E+12,E4_Bvp,1667364901,-63.37906,,,
1.66736E+12,E4_Bvp,1667364901,-65.08501,,,
1.66736E+12,E4_Bvp,1667364901,-64.18192,,,
1.66736E+12,E4_Bvp,1667364901,-60.59172,,,
1.66736E+12,E4_Bvp,1667364901,-54.78923,,,
1.66736E+12,E4_Bvp,1667364901,-47.67793,,,
1.66736E+12,E4_Bvp,1667364901,-40.22433,,,
1.66736E+12,E4_Bvp,1667364901,-33.2086,,,
1.66736E+12,E4_Bvp,1667364901,-27.05518,,,
1.66736E+12,E4_Bvp,1667364901,-21.89084,,,
1.66736E+12,E4_Bvp,1667364901,-17.59381,,,
1.66736E+12,E4_Bvp,1667364901,-14.02272,,,
1.66736E+12,E4_Bvp,1667364901,-11.06509,,,
1.66736E+12,E4_Bvp,1667364901,-8.64978,,,
1.66736E+12,E4_Bvp,1667364901,-6.686279,,,
1.66736E+12,E4_Bvp,1667364901,-5.038879,,,
1.66736E+12,E4_Bvp,1667364901,-3.494568,,,
1.66736E+12,E4_Bvp,1667364901,-1.791153,,,
1.66736E+12,E4_Bvp,1667364901,0.3669128,,,
1.66736E+12,E4_Bvp,1667364901,3.272339,,,
1.66736E+12,E4_Bvp,1667364901,7.096695,,,
1.66736E+12,E4_Bvp,1667364901,11.78891,,,
1.66736E+12,E4_Bvp,1667364901,17.07358,,,
1.66736E+12,E4_Bvp,1667364901,22.45021,,,
1.66736E+12,E4_Bvp,1667364901,27.38506,,,
1.66736E+12,E4_Bvp,1667364901,31.51424,,,
1.66736E+12,E4_Bvp,1667364901,34.75934,,,
1.66736E+12,E4_Bvp,1667364901,37.25809,,,
1.66736E+12,E4_Bvp,1667364901,39.16991,,,
1.66736E+12,E4_Bvp,1667364901,40.50339,,,
1.66736E+12,E4_Bvp,1667364901,41.07761,,,
1.66736E+12,E4_Bvp,1667364901,40.70534,,,
1.66736E+12,E4_Bvp,1667364901,37.19621,,,
1.66736E+12,E4_Bvp,1667364901,34.55594,,,
1.66736E+12,E4_Bvp,1667364901,31.60956,,,
1.66736E+12,E4_Bvp,1667364901,28.28891,,,
1.66736E+12,E4_Bvp,1667364901,24.33659,,,
1.66736E+12,E4_Bvp,1667364901,19.59157,,,
1.66736E+12,E4_Bvp,1667364901,14.25873,,,
1.66736E+12,E4_Bvp,1667364901,9.021866,,,
1.66736E+12,E4_Bvp,1667364901,4.734848,,,
1.66736E+12,E4_Bvp,1667364901,2.121964,,,
1.66736E+12,E4_Bvp,1667364901,1.379517,,,
1.66736E+12,E4_Bvp,1667364901,2.164459,,,
1.66736E+12,E4_Bvp,1667364901,3.76326,,,
1.66736E+12,E4_Bvp,1667364901,5.516708,,,
1.66736E+12,E4_Bvp,1667364901,8.212662,,,
1.66736E+12,E4_Bvp,1667364901,7.037903,,,
1.66736E+12,E4_Bvp,1667364901,8.992386,,,
1.66736E+12,E4_Bvp,1667364901,9.219635,,,
1.66736E+12,E4_Gsr,1667364900,0.6138027,,,
1.66736E+12,E4_Gsr,1667364901,0.6150836,,,
1.66736E+12,E4_Gsr,1667364901,0.6163645,,,
1.66736E+12,E4_Gsr,1667364901,0.6176453,,,
1.66736E+12,E4_Gsr,1667364901,0.6176453,,,
1.66736E+12,E4_Gsr,1667364902,0.6163645,,,
1.66736E+12,E4_Bvp,1667364902,8.645691,,,
1.66736E+12,E4_Bvp,1667364902,7.081284,,,
1.66736E+12,E4_Bvp,1667364902,4.631805,,,
1.66736E+12,E4_Bvp,1667364902,1.740601,,,
1.66736E+12,E4_Bvp,1667364902,-0.9431458,,,
1.66736E+12,E4_Bvp,1667364902,-2.881851,,,
1.66736E+12,E4_Bvp,1667364902,-3.920837,,,
1.66736E+12,E4_Bvp,1667364902,-4.311432,,,
1.66736E+12,E4_Bvp,1667364902,-4.552078,,,
1.66736E+12,E4_Bvp,1667364902,-5.069794,,,
1.66736E+12,E4_Bvp,1667364902,-5.991409,,,
1.66736E+12,E4_Bvp,1667364902,-7.070251,,,
1.66736E+12,E4_Bvp,1667364902,-7.893524,,,
1.66736E+12,E4_Bvp,1667364902,-8.104172,,,
1.66736E+12,E4_Bvp,1667364902,-7.626785,,,
1.66736E+12,E4_Bvp,1667364902,-6.67897,,,
1.66736E+12,E4_Bvp,1667364902,-5.611649,,,
1.66736E+12,E4_Bvp,1667364902,-4.12114,,,
1.66736E+12,E4_Bvp,1667364902,-4.722137,,,
1.66736E+12,E4_Bvp,1667364902,-3.729919,,,
1.66736E+12,E4_Bvp,1667364902,-3.316177,,,
1.66736E+12,E4_Bvp,1667364902,-2.695633,,,
1.66736E+12,E4_Bvp,1667364902,-1.808411,,,
1.66736E+12,E4_Bvp,1667364902,-0.7302399,,,
1.66736E+12,E4_Bvp,1667364902,0.3892365,,,
1.66736E+12,E4_Bvp,1667364902,1.391983,,,
1.66736E+12,E4_Bvp,1667364902,2.14328,,,
1.66736E+12,E4_Bvp,1667364902,2.419952,,,
1.66736E+12,E4_Bvp,1667364902,2.525116,,,
1.66736E+12,E4_Bvp,1667364902,1.775864,,,
1.66736E+12,E4_Bvp,1667364902,0.6170807,,,
1.66736E+12,E4_Bvp,1667364902,-0.8716431,,,
1.66736E+12,E4_Bvp,1667364902,-2.412025,,,
1.66736E+12,E4_Bvp,1667364902,-3.758057,,,
1.66736E+12,E4_Bvp,1667364902,-4.819908,,,
1.66736E+12,E4_Bvp,1667364902,-5.749847,,,
1.66736E+12,E4_Bvp,1667364902,-6.831581,,,
1.66736E+12,E4_Bvp,1667364902,-8.42598,,,
1.66736E+12,E4_Bvp,1667364902,-10.73321,,,
1.66736E+12,E4_Bvp,1667364902,-13.69724,,,
1.66736E+12,E4_Bvp,1667364902,-16.95109,,,
1.66736E+12,E4_Bvp,1667364902,-19.89632,,,
1.66736E+12,E4_Bvp,1667364902,-21.82251,,,
1.66736E+12,E4_Bvp,1667364902,-22.13239,,,
1.66736E+12,E4_Bvp,1667364902,-20.48311,,,
1.66736E+12,E4_Bvp,1667364902,-16.86069,,,
1.66736E+12,E4_Bvp,1667364902,-11.57767,,,
1.66736E+12,E4_Bvp,1667364902,-5.212952,,,
1.66736E+12,E4_Bvp,1667364902,1.557114,,,
1.66736E+12,E4_Bvp,1667364902,8.075844,,,
1.66736E+12,E4_Bvp,1667364902,13.78386,,,
1.66736E+12,E4_Bvp,1667364902,18.30219,,,
1.66736E+12,E4_Bvp,1667364902,21.45227,,,
1.66736E+12,E4_Bvp,1667364902,23.24913,,,
1.66736E+12,E4_Bvp,1667364902,23.86011,,,
1.66736E+12,E4_Bvp,1667364902,23.53441,,,
1.66736E+12,E4_Bvp,1667364902,22.56721,,,
1.66736E+12,E4_Bvp,1667364902,21.15942,,,
1.66736E+12,E4_Bvp,1667364902,19.47737,,,
1.66736E+12,E4_Bvp,1667364902,17.6312,,,
1.66736E+12,E4_Bvp,1667364902,15.78181,,,
1.66736E+12,E4_Bvp,1667364902,14.13629,,,
1.66736E+12,E4_Bvp,1667364902,12.89479,,,
1.66736E+12,E4_Bvp,1667364902,12.14584,,,
1.66736E+12,E4_Bvp,1667364903,11.87482,,,
1.66736E+12,E4_Bvp,1667364903,11.95249,,,
1.66736E+12,E4_Bvp,1667364903,12.21669,,,
1.66736E+12,E4_Bvp,1667364903,12.591,,,
1.66736E+12,E4_Bvp,1667364903,13.034,,,
1.66736E+12,E4_Bvp,1667364903,13.51395,,,
1.66736E+12,E4_Bvp,1667364903,13.9084,,,
1.66736E+12,E4_Bvp,1667364903,14.01173,,,
1.66736E+12,E4_Bvp,1667364903,13.61373,,,
1.66736E+12,E4_Bvp,1667364903,12.60796,,,
1.66736E+12,E4_Bvp,1667364903,11.12435,,,
1.66736E+12,E4_Bvp,1667364903,9.475365,,,
1.66736E+12,E4_Bvp,1667364903,8.070465,,,
1.66736E+12,E4_Bvp,1667364903,7.126984,,,
1.66736E+12,E4_Bvp,1667364903,7.46106,,,
1.66736E+12,E4_Bvp,1667364903,7.563972,,,
1.66736E+12,E4_Bvp,1667364903,7.798668,,,
1.66736E+12,E4_Bvp,1667364903,6.27829,,,
1.66736E+12,E4_Bvp,1667364903,-0.2438507,,,
1.66736E+12,E4_Bvp,1667364903,3.66806,,,
1.66736E+12,E4_Bvp,1667364903,-5.190163,,,
1.66736E+12,E4_Bvp,1667364903,-16.47073,,,
1.66736E+12,E4_Bvp,1667364903,-10.75664,,,
1.66736E+12,E4_Gsr,1667364902,0.6163645,,,
1.66736E+12,E4_Gsr,1667364902,0.6163645,,,
1.66736E+12,E4_Gsr,1667364902,0.6176453,,,
1.66736E+12,E4_Gsr,1667364903,0.6202071,,,
1.66736E+12,E4_Gsr,1667364903,0.6202071,,,
1.66736E+12,E4_Gsr,1667364903,0.6214879,,,
1.66736E+12,E4_Bvp,1667364903,-21.8169,,,
1.66736E+12,E4_Bvp,1667364903,-26.26138,,,
1.66736E+12,E4_Bvp,1667364903,-29.25859,,,
1.66736E+12,E4_Bvp,1667364903,-30.37089,,,
1.66736E+12,E4_Bvp,1667364903,-29.33556,,,
1.66736E+12,E4_Bvp,1667364903,-26.18723,,,
1.66736E+12,E4_Bvp,1667364903,-21.25349,,,
1.66736E+12,E4_Bvp,1667364903,-15.1543,,,
1.66736E+12,E4_Bvp,1667364903,-8.602791,,,
1.66736E+12,E4_Bvp,1667364903,-2.302299,,,
1.66736E+12,E4_Bvp,1667364903,3.172035,,,
1.66736E+12,E4_Bvp,1667364903,7.426613,,,
1.66736E+12,E4_Bvp,1667364903,10.2771,,,
1.66736E+12,E4_Bvp,1667364903,11.76642,,,
1.66736E+12,E4_Bvp,1667364903,12.08954,,,
1.66736E+12,E4_Bvp,1667364903,11.51125,,,
1.66736E+12,E4_Bvp,1667364903,10.30545,,,
1.66736E+12,E4_Bvp,1667364903,8.74691,,,
1.66736E+12,E4_Bvp,1667364903,7.090729,,,
1.66736E+12,E4_Bvp,1667364903,5.648048,,,
1.66736E+12,E4_Bvp,1667364903,4.732635,,,
1.66736E+12,E4_Bvp,1667364903,4.591011,,,
1.66736E+12,E4_Bvp,1667364903,5.295578,,,
1.66736E+12,E4_Bvp,1667364903,6.636421,,,
1.66736E+12,E4_Bvp,1667364903,8.214798,,,
1.66736E+12,E4_Bvp,1667364903,9.502464,,,
1.66736E+12,E4_Bvp,1667364903,9.938324,,,
1.66736E+12,E4_Bvp,1667364903,10.13671,,,
1.66736E+12,E4_Bvp,1667364903,9.022743,,,
1.66736E+12,E4_Bvp,1667364903,7.670448,,,
1.66736E+12,E4_Bvp,1667364903,6.2015,,,
1.66736E+12,E4_Bvp,1667364903,4.864899,,,
1.66736E+12,E4_Bvp,1667364903,3.770844,,,
1.66736E+12,E4_Bvp,1667364903,2.893578,,,
1.66736E+12,E4_Bvp,1667364903,2.139297,,,
1.66736E+12,E4_Bvp,1667364903,0.6025085,,,
1.66736E+12,E4_Bvp,1667364903,1.407158,,,
1.66736E+12,E4_Bvp,1667364903,-0.3110199,,,
1.66736E+12,E4_Bvp,1667364903,-1.345848,,,
1.66736E+12,E4_Bvp,1667364903,-2.514908,,,
1.66736E+12,E4_Bvp,1667364904,-3.801132,,,
1.66736E+12,E4_Bvp,1667364904,-5.200974,,,
1.66736E+12,E4_Bvp,1667364904,-6.644424,,,
1.66736E+12,E4_Bvp,1667364904,-8.077835,,,
1.66736E+12,E4_Bvp,1667364904,-9.474648,,,
1.66736E+12,E4_Bvp,1667364904,-10.92264,,,
1.66736E+12,E4_Bvp,1667364904,-12.64851,,,
1.66736E+12,E4_Bvp,1667364904,-14.92541,,,
1.66736E+12,E4_Bvp,1667364904,-17.93238,,,
1.66736E+12,E4_Bvp,1667364904,-21.52455,,,
1.66736E+12,E4_Bvp,1667364904,-25.19889,,,
1.66736E+12,E4_Bvp,1667364904,-28.16798,,,
1.66736E+12,E4_Bvp,1667364904,-29.62949,,,
1.66736E+12,E4_Bvp,1667364904,-29.01175,,,
1.66736E+12,E4_Bvp,1667364904,-26.2122,,,
1.66736E+12,E4_Bvp,1667364904,-21.53055,,,
1.66736E+12,E4_Bvp,1667364904,-15.56212,,,
1.66736E+12,E4_Bvp,1667364904,-9.052048,,,
1.66736E+12,E4_Bvp,1667364904,-2.671165,,,
1.66736E+12,E4_Bvp,1667364904,2.980606,,,
1.66736E+12,E4_Bvp,1667364904,7.45919,,,
1.66736E+12,E4_Bvp,1667364904,10.48145,,,
1.66736E+12,E4_Bvp,1667364904,11.95313,,,
1.66736E+12,E4_Bvp,1667364904,11.99796,,,
1.66736E+12,E4_Bvp,1667364904,10.9461,,,
1.66736E+12,E4_Bvp,1667364904,9.208748,,,
1.66736E+12,E4_Bvp,1667364904,7.194756,,,
1.66736E+12,E4_Bvp,1667364904,5.260437,,,
1.66736E+12,E4_Bvp,1667364904,3.688385,,,
1.66736E+12,E4_Bvp,1667364904,2.503517,,,
1.66736E+12,E4_Bvp,1667364904,2.706429,,,
1.66736E+12,E4_Bvp,1667364904,3.145775,,,
1.66736E+12,E4_Bvp,1667364904,6.403351,,,
1.66736E+12,E4_Bvp,1667364904,8.358322,,,
1.66736E+12,E4_Bvp,1667364904,10.04945,,,
1.66736E+12,E4_Bvp,1667364904,11.26304,,,
1.66736E+12,E4_Bvp,1667364904,11.92265,,,
1.66736E+12,E4_Bvp,1667364904,12.05697,,,
1.66736E+12,E4_Bvp,1667364904,11.68619,,,
1.66736E+12,E4_Bvp,1667364904,10.75217,,,
1.66736E+12,E4_Bvp,1667364904,9.216904,,,
1.66736E+12,E4_Bvp,1667364904,7.100578,,,
1.66736E+12,E4_Bvp,1667364904,4.651672,,,
1.66736E+12,E4_Bvp,1667364904,2.265358,,,
1.66736E+12,E4_Bvp,1667364904,0.4259109,,,
1.66736E+12,E4_Bvp,1667364904,-0.5144424,,,
1.66736E+12,E4_Bvp,1667364904,-0.4307404,,,
1.66736E+12,E4_Bvp,1667364904,0.4644852,,,
1.66736E+12,E4_Bvp,1667364904,1.714622,,,
1.66736E+12,E4_Bvp,1667364904,2.775352,,,
1.66736E+12,E4_Bvp,1667364904,3.179588,,,
1.66736E+12,E4_Bvp,1667364904,2.641075,,,
1.66736E+12,E4_Bvp,1667364904,1.155785,,,
1.66736E+12,E4_Bvp,1667364904,-1.101143,,,
1.66736E+12,E4_Bvp,1667364904,-3.867325,,,
1.66736E+12,E4_Bvp,1667364904,-6.870468,,,
1.66736E+12,E4_Bvp,1667364904,-12.79134,,,
1.66736E+12,E4_Bvp,1667364904,-9.90979,,,
1.66736E+12,E4_Gsr,1667364903,0.6240497,,,
1.66736E+12,E4_Gsr,1667364904,0.6266114,,,
1.66736E+12,E4_Gsr,1667364904,0.6317348,,,
1.66736E+12,E4_Gsr,1667364904,0.6330158,,,
1.66736E+12,E4_Gsr,1667364904,0.6342966,,,
1.66736E+12,E4_Gsr,1667364905,0.6330158,,,
1.66736E+12,E4_Bvp,1667364904,-15.26028,,,
1.66736E+12,E4_Bvp,1667364904,-17.02657,,,
1.66736E+12,E4_Bvp,1667364904,-17.7401,,,
1.66736E+12,E4_Bvp,1667364904,-17.15557,,,
1.66736E+12,E4_Bvp,1667364904,-15.20822,,,
1.66736E+12,E4_Bvp,1667364905,-12.10073,,,
1.66736E+12,E4_Bvp,1667364905,-8.18264,,,
1.66736E+12,E4_Bvp,1667364905,-3.888931,,,
1.66736E+12,E4_Bvp,1667364905,0.4223328,,,
1.66736E+12,E4_Bvp,1667364905,4.50428,,,
1.66736E+12,E4_Bvp,1667364905,8.20179,,,
1.66736E+12,E4_Bvp,1667364905,11.37147,,,
1.66736E+12,E4_Bvp,1667364905,13.8148,,,
1.66736E+12,E4_Bvp,1667364905,15.21923,,,
1.66736E+12,E4_Bvp,1667364905,15.29113,,,
1.66736E+12,E4_Bvp,1667364905,13.84364,,,
1.66736E+12,E4_Bvp,1667364905,10.92448,,,
1.66736E+12,E4_Bvp,1667364905,6.897743,,,
1.66736E+12,E4_Bvp,1667364905,-1.728477,,,
1.66736E+12,E4_Bvp,1667364905,2.410934,,,
1.66736E+12,E4_Bvp,1667364905,-4.826706,,,
1.66736E+12,E4_Bvp,1667364905,-6.548317,,,
1.66736E+12,E4_Bvp,1667364905,-7.01664,,,
1.66736E+12,E4_Bvp,1667364905,-6.767769,,,
1.66736E+12,E4_Bvp,1667364905,-6.478844,,,
1.66736E+12,E4_Bvp,1667364905,-6.713379,,,
1.66736E+12,E4_Bvp,1667364905,-7.691658,,,
1.66736E+12,E4_Bvp,1667364905,-9.287453,,,
1.66736E+12,E4_Bvp,1667364905,-11.18785,,,
1.66736E+12,E4_Bvp,1667364905,-13.0679,,,
1.66736E+12,E4_Bvp,1667364905,-14.74972,,,
1.66736E+12,E4_Bvp,1667364905,-16.16332,,,
1.66736E+12,E4_Bvp,1667364905,-17.33058,,,
1.66736E+12,E4_Bvp,1667364905,-18.20921,,,
1.66736E+12,E4_Bvp,1667364905,-18.67908,,,
1.66736E+12,E4_Bvp,1667364905,-18.62042,,,
1.66736E+12,E4_Bvp,1667364905,-18.0509,,,
1.66736E+12,E4_Bvp,1667364905,-17.25043,,,
1.66736E+12,E4_Bvp,1667364905,-16.73645,,,
1.66736E+12,E4_Bvp,1667364905,-17.1852,,,
1.66736E+12,E4_Bvp,1667364905,-19.13168,,,
1.66736E+12,E4_Bvp,1667364905,-22.87251,,,
1.66736E+12,E4_Bvp,1667364905,-28.25745,,,
1.66736E+12,E4_Bvp,1667364905,-34.74212,,,
1.66736E+12,E4_Bvp,1667364905,-41.56112,,,
1.66736E+12,E4_Bvp,1667364905,-48.019,,,
1.66736E+12,E4_Bvp,1667364905,-53.72596,,,
1.66736E+12,E4_Bvp,1667364905,-58.74203,,,
1.66736E+12,E4_Bvp,1667364905,-63.53036,,,
1.66736E+12,E4_Bvp,1667364905,-68.69656,,,
1.66736E+12,E4_Bvp,1667364905,-74.69806,,,
1.66736E+12,E4_Bvp,1667364905,-81.55852,,,
1.66736E+12,E4_Bvp,1667364905,-88.84653,,,
1.66736E+12,E4_Bvp,1667364905,-95.83422,,,
1.66736E+12,E4_Bvp,1667364905,-101.8339,,,
1.66736E+12,E4_Bvp,1667364905,-106.4828,,,
1.66736E+12,E4_Bvp,1667364905,-109.9108,,,
1.66736E+12,E4_Bvp,1667364905,-112.6659,,,
1.66736E+12,E4_Bvp,1667364905,-115.4151,,,
1.66736E+12,E4_Bvp,1667364905,-118.692,,,
1.66736E+12,E4_Bvp,1667364905,-122.7224,,,
1.66736E+12,E4_Bvp,1667364905,-127.4136,,,
1.66736E+12,E4_Bvp,1667364905,-132.4667,,,
1.66736E+12,E4_Bvp,1667364905,-137.6197,,,
1.66736E+12,E4_Bvp,1667364905,-142.8209,,,
1.66736E+12,E4_Bvp,1667364905,-148.3007,,,
1.66736E+12,E4_Bvp,1667364905,-154.5694,,,
1.66736E+12,E4_Bvp,1667364905,-162.2347,,,
1.66736E+12,E4_Bvp,1667364905,-171.6283,,,
1.66736E+12,E4_Bvp,1667364906,-182.3249,,,
1.66736E+12,E4_Bvp,1667364906,-192.8713,,,
1.66736E+12,E4_Bvp,1667364906,-200.885,,,
1.66736E+12,E4_Bvp,1667364906,-203.6512,,,
1.66736E+12,E4_Bvp,1667364906,-198.9315,,,
1.66736E+12,E4_Bvp,1667364906,-185.5752,,,
1.66736E+12,E4_Bvp,1667364906,-163.5986,,,
1.66736E+12,E4_Bvp,1667364906,-133.9623,,,
1.66736E+12,E4_Bvp,1667364906,-98.29242,,,
1.66736E+12,E4_Bvp,1667364906,-58.75208,,,
1.66736E+12,E4_Bvp,1667364906,-18.11472,,,
1.66736E+12,E4_Bvp,1667364906,20.43521,,,
1.66736E+12,E4_Bvp,1667364906,53.90274,,,
1.66736E+12,E4_Bvp,1667364906,80.49805,,,
1.66736E+12,E4_Bvp,1667364906,100.5015,,,
1.66736E+12,E4_Bvp,1667364906,116.3015,,,
1.66736E+12,E4_Bvp,1667364906,131.3333,,,
1.66736E+12,E4_Bvp,1667364906,148.4114,,,
1.66736E+12,E4_Bvp,1667364906,168.3071,,,
1.66736E+12,E4_Bvp,1667364906,189.49,,,
1.66736E+12,E4_Bvp,1667364906,209.025,,,
1.66736E+12,E4_Bvp,1667364906,224.1016,,,
1.66736E+12,E4_Bvp,1667364906,233.3347,,,
1.66736E+12,E4_Bvp,1667364906,236.9086,,,
1.66736E+12,E4_Bvp,1667364906,231.6949,,,
1.66736E+12,E4_Bvp,1667364906,235.9711,,,
1.66736E+12,E4_Bvp,1667364906,224.6838,,,
1.66736E+12,E4_Bvp,1667364906,215.0453,,,
1.66736E+12,E4_Bvp,1667364906,202.9458,,,
1.66736E+12,E4_Bvp,1667364906,189.0922,,,
1.66736E+12,E4_Gsr,1667364905,0.6368583,,,
1.66736E+12,E4_Gsr,1667364905,0.6368583,,,
1.66736E+12,E4_Gsr,1667364905,0.6368583,,,
1.66736E+12,E4_Gsr,1667364906,0.6381392,,,
1.66736E+12,E4_Gsr,1667364906,0.6394201,,,
1.66736E+12,E4_Gsr,1667364906,0.6368583,,,
