System Epoch,Device,Category,E4 Epoch,Value
1666700408970,E4_Gsr,1666700407.912,0.8034403
1666700408999,E4_Gsr,1666700408.412,0.7995977
E4_Gsr,1666700408.662,0.7970359
E4_Gsr,1666700408.912,0.7995977
E4_Gsr,1666700409.162,0.7970359
1666700410477,E4_Gsr,1666700409.412,0.7970359
1666700410478,E4_Gsr,1666700409.662,0.7906316
E4_Gsr,1666700409.912,0.7931933
E4_Gsr,1666700410.162,0.786789
E4_Gsr,1666700410.412,0.7855082
E4_Gsr,1666700410.662,0.786789
1666700411987,E4_Gsr,1666700410.912,0.7842273
1666700411987,E4_Gsr,1666700411.162,0.7906316
E4_Gsr,1666700411.412,0.7880699
E4_Gsr,1666700411.662,0.7893507
E4_Gsr,1666700411.912,0.786789
E4_Gsr,1666700412.162,0.786789
1666700413470,E4_Gsr,1666700412.412,0.786789
1666700413472,E4_Gsr,1666700412.662,0.7829464
E4_Gsr,1666700412.912,0.7842273
E4_Gsr,1666700413.162,0.7791038
E4_Gsr,1666700413.412,0.7803847
E4_Gsr,1666700413.662,0.7829464
1666700414978,E4_Gsr,1666700413.912,0.7816656
1666700414979,E4_Gsr,1666700414.162,0.7829464
E4_Gsr,1666700414.412,0.7906316
E4_Gsr,1666700414.662,0.7931933
E4_Gsr,1666700414.912,0.8008786
E4_Gsr,1666700415.162,0.8111255
1666700416463,E4_Gsr,1666700415.412,0.8303385
1666700416463,E4_Gsr,1666700415.662,0.8482707
E4_Gsr,1666700415.912,0.8610794
E4_Gsr,1666700416.162,0.8726072
E4_Gsr,1666700416.412,0.8713263
E4_Gsr,1666700416.662,0.8713263
1666700417972,E4_Gsr,1666700416.912,0.8713263
1666700417973,E4_Gsr,1666700417.162,0.8802924
E4_Gsr,1666700417.412,0.8905393
E4_Gsr,1666700417.662,0.8905393
E4_Gsr,1666700417.912,0.8943819
E4_Gsr,1666700418.162,0.8943819
1666700419477,E4_Gsr,1666700418.412,0.8995054
1666700419478,E4_Gsr,1666700418.662,0.8982245
E4_Gsr,1666700418.912,0.9046289
E4_Gsr,1666700419.162,0.9046289
E4_Gsr,1666700419.412,0.9046289
E4_Gsr,1666700419.662,0.9097524
1666700420962,E4_Gsr,1666700419.912,0.913595
1666700420963,E4_Gsr,1666700420.162,0.9212802
E4_Gsr,1666700420.412,0.9276845
E4_Gsr,1666700420.662,0.9392123
E4_Gsr,1666700420.912,0.9456167
E4_Gsr,1666700421.162,0.9571445
1666700422472,E4_Gsr,1666700421.412,0.9622679
1666700422473,E4_Gsr,1666700421.662,0.9789193
E4_Gsr,1666700421.912,0.9802001
E4_Gsr,1666700422.162,0.9802001
E4_Gsr,1666700422.412,0.9789193
E4_Gsr,1666700422.662,0.9802001
1666700423977,E4_Gsr,1666700422.912,0.9763575
1666700423978,E4_Gsr,1666700423.162,0.9789193
E4_Gsr,1666700423.412,0.9866045
E4_Gsr,1666700423.662,0.9981323
E4_Gsr,1666700423.912,1.016064
E4_Gsr,1666700424.162,1.026311
1666700425463,E4_Gsr,1666700424.412,1.041682
1666700425464,E4_Gsr,1666700424.662,1.046805
E4_Gsr,1666700424.912,1.051929
E4_Gsr,1666700425.162,1.062176
E4_Gsr,1666700425.412,1.063457
E4_Gsr,1666700425.662,1.064737
1666700426971,E4_Gsr,1666700425.912,1.073704
1666700426971,E4_Gsr,1666700426.162,1.074984
E4_Gsr,1666700426.412,1.067299
E4_Gsr,1666700426.662,1.058333
E4_Gsr,1666700426.912,1.05449
E4_Gsr,1666700427.162,1.046805
1666700428478,E4_Gsr,1666700427.412,1.044244
1666700428479,E4_Gsr,1666700427.662,1.03912
E4_Gsr,1666700427.912,1.031435
E4_Gsr,1666700428.162,1.031435
E4_Gsr,1666700428.412,1.026311
E4_Gsr,1666700428.662,1.027592
1666700429963,E4_Gsr,1666700428.912,1.026311
1666700429963,E4_Gsr,1666700429.162,1.026311
E4_Gsr,1666700429.412,1.028873
E4_Gsr,1666700429.662,1.030154
E4_Gsr,1666700429.912,1.035277
E4_Gsr,1666700430.162,1.041682
1666700431470,E4_Gsr,1666700430.412,1.048086
1666700431471,E4_Gsr,1666700430.662,1.05321
E4_Gsr,1666700430.912,1.063457
E4_Gsr,1666700431.162,1.071142
E4_Gsr,1666700431.412,1.089074
E4_Gsr,1666700431.662,1.114691
1666700432956,E4_Gsr,1666700431.912,1.144151
1666700432957,E4_Gsr,1666700432.162,1.169769
E4_Gsr,1666700432.412,1.187701
E4_Gsr,1666700432.662,1.185139
E4_Gsr,1666700432.912,1.177454
E4_Gsr,1666700433.162,1.160803
1666700434463,E4_Gsr,1666700433.412,1.144151
1666700434464,E4_Gsr,1666700433.662,1.130062
E4_Gsr,1666700433.912,1.126219
E4_Gsr,1666700434.162,1.121096
E4_Gsr,1666700434.412,1.115972
E4_Gsr,1666700434.662,1.109568
1666700435971,E4_Gsr,1666700434.912,1.107006
1666700435972,E4_Gsr,1666700435.162,1.099321
E4_Gsr,1666700435.412,1.09804
E4_Gsr,1666700435.662,1.091636
E4_Gsr,1666700435.912,1.08395
E4_Gsr,1666700436.162,1.081389
1666700437455,E4_Gsr,1666700436.412,1.077546
1666700437457,E4_Gsr,1666700436.662,1.076265
E4_Gsr,1666700436.912,1.077546
E4_Gsr,1666700437.162,1.076265
E4_Gsr,1666700437.412,1.077546
E4_Gsr,1666700437.662,1.081389
1666700438964,E4_Gsr,1666700437.912,1.08267
1666700438966,E4_Gsr,1666700438.162,1.08395
E4_Gsr,1666700438.412,1.090355
E4_Gsr,1666700438.662,1.094197
E4_Gsr,1666700438.912,1.099321
E4_Gsr,1666700439.162,1.103163
1666700440494,E4_Gsr,1666700439.412,1.104444
1666700440495,E4_Gsr,1666700439.662,1.108287
E4_Gsr,1666700439.912,1.108287
E4_Gsr,1666700440.162,1.105725
E4_Gsr,1666700440.412,1.103163
E4_Gsr,1666700440.662,1.101883
1666700441957,E4_Gsr,1666700440.912,1.101883
1666700441958,E4_Gsr,1666700441.162,1.094197
E4_Gsr,1666700441.412,1.094197
E4_Gsr,1666700441.662,1.090355
E4_Gsr,1666700441.912,1.090355
E4_Gsr,1666700442.162,1.091636
1666700443463,E4_Gsr,1666700442.412,1.085231
1666700443464,E4_Gsr,1666700442.662,1.08267
E4_Gsr,1666700442.912,1.08267
E4_Gsr,1666700443.162,1.081389
E4_Gsr,1666700443.412,1.078827
E4_Gsr,1666700443.662,1.080108
1666700444972,E4_Gsr,1666700443.912,1.076265
1666700444973,E4_Gsr,1666700444.162,1.073704
E4_Gsr,1666700444.412,1.072423
E4_Gsr,1666700444.662,1.071142
E4_Gsr,1666700444.912,1.069861
E4_Gsr,1666700445.162,1.069861
1666700446457,E4_Gsr,1666700445.412,1.067299
1666700446458,E4_Gsr,1666700445.662,1.067299
E4_Gsr,1666700445.912,1.064737
E4_Gsr,1666700446.162,1.064737
E4_Gsr,1666700446.412,1.062176
E4_Gsr,1666700446.662,1.063457
1666700447964,E4_Gsr,1666700446.912,1.066018
1666700447964,E4_Gsr,1666700447.162,1.066018
E4_Gsr,1666700447.412,1.071142
E4_Gsr,1666700447.662,1.067299
E4_Gsr,1666700447.912,1.06858
E4_Gsr,1666700448.162,1.067299
1666700449471,E4_Gsr,1666700448.412,1.067299
1666700449472,E4_Gsr,1666700448.662,1.067299
E4_Gsr,1666700448.912,1.055771
E4_Gsr,1666700449.162,1.049367
E4_Gsr,1666700449.412,1.057052
E4_Gsr,1666700449.662,1.069861
1666700450957,E4_Gsr,1666700449.912,1.08395
1666700450958,E4_Gsr,1666700450.162,1.09804
E4_Gsr,1666700450.412,1.11341
E4_Gsr,1666700450.662,1.123657
E4_Gsr,1666700450.912,1.139028
E4_Gsr,1666700451.162,1.160803
1666700452463,E4_Gsr,1666700451.412,1.194105
1666700452465,E4_Gsr,1666700451.662,1.205633
E4_Gsr,1666700451.912,1.213318
E4_Gsr,1666700452.162,1.223565
E4_Gsr,1666700452.412,1.240216
E4_Gsr,1666700452.662,1.276081
1666700453971,E4_Gsr,1666700452.912,1.31963
1666700453972,E4_Gsr,1666700453.162,1.33372
E4_Gsr,1666700453.412,1.340124
E4_Gsr,1666700453.662,1.34909
E4_Gsr,1666700453.912,1.37855
E4_Gsr,1666700454.162,1.399044
1666700455456,E4_Gsr,1666700454.412,1.411853
1666700455457,E4_Gsr,1666700454.662,1.457964
E4_Gsr,1666700454.912,1.504075
E4_Gsr,1666700455.162,1.500332
E4_Gsr,1666700455.412,1.528511
E4_Gsr,1666700455.662,1.537477
1666700456963,E4_Gsr,1666700455.912,1.537477
1666700456964,E4_Gsr,1666700456.162,1.540039
E4_Gsr,1666700456.412,1.516983
E4_Gsr,1666700456.662,1.514421
E4_Gsr,1666700456.912,1.522106
E4_Gsr,1666700457.162,1.55669
1666700458471,E4_Gsr,1666700457.412,1.610486
1666700458472,E4_Gsr,1666700457.662,1.673249
E4_Gsr,1666700457.912,1.742416
E4_Gsr,1666700458.162,1.736012
E4_Gsr,1666700458.412,1.716798
E4_Gsr,1666700458.662,1.686058
