System Epoch,Device,Category,E4 Epoch,Value
1669786159195,E4,Gsr,1669786159.215,2.586377
1669786160679,E4,Gsr,1669786159.465,2.581254
1669786160679,E4,Gsr,1669786159.715,2.586377
1669786160680,E4,Gsr,1669786159.965,2.603028
1669786160680,E4,Gsr,1669786160.215,2.618397
1669786160680,E4,Gsr,1669786160.465,2.619678
1669786160680,E4,Gsr,1669786160.715,2.617116
1669786162187,E4,Gsr,1669786160.965,2.60687
1669786162187,E4,Gsr,1669786161.215,2.594062
1669786162188,E4,Gsr,1669786161.465,2.581254
1669786162188,E4,Gsr,1669786161.715,2.572289
1669786162188,E4,Gsr,1669786161.965,2.563323
1669786162188,E4,Gsr,1669786162.215,2.559481
1669786163695,E4,Gsr,1669786162.465,2.551796
1669786163695,E4,Gsr,1669786162.715,2.553077
1669786163695,E4,Gsr,1669786162.965,2.545392
1669786163695,E4,Gsr,1669786163.215,2.540269
1669786163695,E4,Gsr,1669786163.465,2.547954
1669786163695,E4,Gsr,1669786163.715,2.545392
1669786165183,E4,Gsr,1669786163.965,2.550515
1669786165183,E4,Gsr,1669786164.215,2.551796
1669786165183,E4,Gsr,1669786164.465,2.551796
1669786165183,E4,Gsr,1669786164.715,2.553077
1669786165183,E4,Gsr,1669786164.965,2.553077
1669786165183,E4,Gsr,1669786165.215,2.551796
1669786166687,E4,Gsr,1669786165.465,2.550515
1669786166687,E4,Gsr,1669786165.715,2.547954
1669786166688,E4,Gsr,1669786165.965,2.549234
1669786166688,E4,Gsr,1669786166.215,2.54283
1669786166688,E4,Gsr,1669786166.465,2.538988
1669786166688,E4,Gsr,1669786166.715,2.540269
1669786168173,E4,Gsr,1669786166.965,2.535146
1669786168173,E4,Gsr,1669786167.215,2.536427
1669786168173,E4,Gsr,1669786167.465,2.536427
1669786168173,E4,Gsr,1669786167.715,2.530023
1669786168173,E4,Gsr,1669786167.965,2.533865
1669786168173,E4,Gsr,1669786168.215,2.533865
1669786169680,E4,Gsr,1669786168.465,2.530023
1669786169680,E4,Gsr,1669786168.715,2.530023
1669786169681,E4,Gsr,1669786168.965,2.528742
1669786169681,E4,Gsr,1669786169.215,2.530023
1669786169681,E4,Gsr,1669786169.465,2.52618
1669786169681,E4,Gsr,1669786169.715,2.527461
1669786171189,E4,Gsr,1669786169.965,2.524899
1669786171189,E4,Gsr,1669786170.215,2.524899
1669786171189,E4,Gsr,1669786170.465,2.522338
1669786171189,E4,Gsr,1669786170.715,2.519776
1669786171189,E4,Gsr,1669786170.965,2.518495
1669786171189,E4,Gsr,1669786171.215,2.514653
1669786172674,E4,Gsr,1669786171.465,2.512091
1669786172674,E4,Gsr,1669786171.715,2.513372
1669786172674,E4,Gsr,1669786171.965,2.515934
1669786172674,E4,Gsr,1669786172.215,2.513372
1669786172674,E4,Gsr,1669786172.465,2.510811
1669786172674,E4,Gsr,1669786172.715,2.514653
1669786174179,E4,Gsr,1669786172.965,2.508249
1669786174179,E4,Gsr,1669786173.215,2.505687
1669786174180,E4,Gsr,1669786173.465,2.506968
1669786174180,E4,Gsr,1669786173.715,2.504407
1669786174180,E4,Gsr,1669786173.965,2.503126
1669786174180,E4,Gsr,1669786174.215,2.498003
1669786175710,E4,Gsr,1669786174.465,2.498003
1669786175711,E4,Gsr,1669786174.715,2.49416
1669786175711,E4,Gsr,1669786174.965,2.495441
1669786175711,E4,Gsr,1669786175.215,2.49416
1669786175711,E4,Gsr,1669786175.465,2.491599
1669786175711,E4,Gsr,1669786175.715,2.49288
1669786177172,E4,Gsr,1669786175.965,2.49288
1669786177172,E4,Gsr,1669786176.215,2.489037
1669786177173,E4,Gsr,1669786176.465,2.489037
1669786177173,E4,Gsr,1669786176.715,2.485195
1669786177173,E4,Gsr,1669786176.965,2.485195
1669786177173,E4,Gsr,1669786177.215,2.482633
1669786178680,E4,Gsr,1669786177.465,2.481353
1669786178680,E4,Gsr,1669786177.715,2.487756
1669786178681,E4,Gsr,1669786177.965,2.489037
1669786178681,E4,Gsr,1669786178.215,2.487756
1669786178681,E4,Gsr,1669786178.465,2.481353
1669786178681,E4,Gsr,1669786178.715,2.474949
1669786180188,E4,Gsr,1669786178.965,2.476229
1669786180188,E4,Gsr,1669786179.215,2.464702
1669786180188,E4,Gsr,1669786179.465,2.465983
1669786180188,E4,Gsr,1669786179.715,2.462141
1669786180188,E4,Gsr,1669786179.965,2.46086
1669786180188,E4,Gsr,1669786180.215,2.457017
1669786181675,E4,Gsr,1669786180.465,2.450613
1669786181675,E4,Gsr,1669786180.715,2.449333
1669786181676,E4,Gsr,1669786180.965,2.44421
1669786181676,E4,Gsr,1669786181.215,2.44421
1669786181676,E4,Gsr,1669786181.465,2.44421
1669786181676,E4,Gsr,1669786181.715,2.44421
1669786183203,E4,Gsr,1669786181.965,2.467264
1669786183203,E4,Gsr,1669786182.215,2.506968
1669786183203,E4,Gsr,1669786182.465,2.549234
1669786183203,E4,Gsr,1669786182.715,2.582535
1669786183203,E4,Gsr,1669786182.965,2.633767
1669786183203,E4,Gsr,1669786183.215,2.705491
1669786184688,E4,Gsr,1669786183.465,2.773373
1669786184688,E4,Gsr,1669786183.715,2.819481
1669786184688,E4,Gsr,1669786183.965,2.85022
1669786184688,E4,Gsr,1669786184.215,2.847659
1669786184688,E4,Gsr,1669786184.465,2.837412
1669786184688,E4,Gsr,1669786184.715,2.822043
1669786186173,E4,Gsr,1669786185.215,2.814358
1669786186173,E4,Gsr,1669786184.965,2.813077
1669786186173,E4,Gsr,1669786185.465,2.806674
1669786186173,E4,Gsr,1669786185.715,2.788742
1669786186173,E4,Gsr,1669786185.965,2.769531
1669786186173,E4,Gsr,1669786186.215,2.746476
1669786187682,E4,Gsr,1669786186.465,2.728545
1669786187682,E4,Gsr,1669786186.715,2.701648
1669786187682,E4,Gsr,1669786186.965,2.684998
1669786187682,E4,Gsr,1669786187.215,2.669629
1669786187682,E4,Gsr,1669786187.465,2.659383
1669786187682,E4,Gsr,1669786187.715,2.646574
1669786189188,E4,Gsr,1669786187.965,2.642732
1669786189188,E4,Gsr,1669786188.215,2.632486
1669786189188,E4,Gsr,1669786188.465,2.628644
1669786189188,E4,Gsr,1669786188.715,2.62224
1669786189188,E4,Gsr,1669786188.965,2.618397
1669786189188,E4,Gsr,1669786189.215,2.615836
1669786190695,E4,Gsr,1669786189.715,2.615836
1669786190695,E4,Gsr,1669786189.465,2.613274
1669786190696,E4,Gsr,1669786189.965,2.619678
1669786190696,E4,Gsr,1669786190.215,2.629924
1669786190696,E4,Gsr,1669786190.465,2.629924
1669786190696,E4,Gsr,1669786190.715,2.624801
1669786192180,E4,Gsr,1669786190.965,2.618397
1669786192180,E4,Gsr,1669786191.215,2.626082
1669786192181,E4,Gsr,1669786191.465,2.62224
1669786192181,E4,Gsr,1669786191.715,2.618397
1669786192181,E4,Gsr,1669786191.965,2.614555
1669786192181,E4,Gsr,1669786192.215,2.609432
1669786193689,E4,Gsr,1669786192.465,2.601747
1669786193689,E4,Gsr,1669786192.715,2.595343
1669786193689,E4,Gsr,1669786192.965,2.595343
1669786193689,E4,Gsr,1669786193.215,2.586377
1669786193689,E4,Gsr,1669786193.465,2.585097
1669786193689,E4,Gsr,1669786193.715,2.581254
1669786195173,E4,Gsr,1669786194.215,2.57485
1669786195173,E4,Gsr,1669786193.965,2.579973
1669786195174,E4,Gsr,1669786194.465,2.572289
1669786195174,E4,Gsr,1669786194.715,2.572289
1669786195174,E4,Gsr,1669786194.965,2.565885
1669786195174,E4,Gsr,1669786195.215,2.564604
1669786196681,E4,Gsr,1669786195.465,2.562042
1669786196681,E4,Gsr,1669786195.715,2.556919
1669786196681,E4,Gsr,1669786195.965,2.556919
1669786196681,E4,Gsr,1669786196.215,2.559481
1669786196681,E4,Gsr,1669786196.465,2.559481
1669786196681,E4,Gsr,1669786196.715,2.54155
1669786198189,E4,Gsr,1669786197.215,2.528742
1669786198189,E4,Gsr,1669786196.965,2.531303
1669786198190,E4,Gsr,1669786197.465,2.523619
1669786198190,E4,Gsr,1669786197.715,2.518495
1669786198190,E4,Gsr,1669786197.965,2.514653
1669786198190,E4,Gsr,1669786198.215,2.514653
1669786199674,E4,Gsr,1669786198.465,2.50953
1669786199674,E4,Gsr,1669786198.715,2.505687
1669786199674,E4,Gsr,1669786198.965,2.508249
1669786199674,E4,Gsr,1669786199.215,2.508249
1669786199674,E4,Gsr,1669786199.465,2.505687
1669786199674,E4,Gsr,1669786199.715,2.504407
1669786201180,E4,Gsr,1669786199.965,2.503126
1669786201180,E4,Gsr,1669786200.215,2.500564
1669786201180,E4,Gsr,1669786200.465,2.499284
1669786201180,E4,Gsr,1669786200.715,2.496722
1669786201180,E4,Gsr,1669786200.965,2.49416
1669786201180,E4,Gsr,1669786201.215,2.49288
1669786202688,E4,Gsr,1669786201.465,2.487756
1669786202688,E4,Gsr,1669786201.715,2.487756
1669786202689,E4,Gsr,1669786201.965,2.49416
1669786202689,E4,Gsr,1669786202.215,2.491599
1669786202689,E4,Gsr,1669786202.465,2.490318
1669786202689,E4,Gsr,1669786202.715,2.490318
1669786204174,E4,Gsr,1669786203.215,2.487756
1669786204174,E4,Gsr,1669786202.965,2.487756
1669786204174,E4,Gsr,1669786203.465,2.486476
1669786204174,E4,Gsr,1669786203.715,2.485195
1669786204174,E4,Gsr,1669786203.965,2.485195
1669786204174,E4,Gsr,1669786204.215,2.486476
1669786205681,E4,Gsr,1669786204.465,2.482633
1669786205681,E4,Gsr,1669786204.715,2.478791
1669786205681,E4,Gsr,1669786204.965,2.478791
1669786205681,E4,Gsr,1669786205.215,2.472387
1669786205681,E4,Gsr,1669786205.465,2.471106
1669786205681,E4,Gsr,1669786205.715,2.465983
1669786207211,E4,Gsr,1669786205.965,2.472387
1669786207211,E4,Gsr,1669786206.215,2.469825
1669786207211,E4,Gsr,1669786206.465,2.462141
1669786207211,E4,Gsr,1669786206.715,2.458298
1669786207211,E4,Gsr,1669786206.965,2.459579
1669786207211,E4,Gsr,1669786207.215,2.450613
1669786208673,E4,Gsr,1669786207.465,2.448052
1669786208673,E4,Gsr,1669786207.715,2.442929
1669786208674,E4,Gsr,1669786207.965,2.441648
1669786208674,E4,Gsr,1669786208.215,2.440367
1669786208674,E4,Gsr,1669786208.465,2.432683
1669786208674,E4,Gsr,1669786208.715,2.432683
1669786210182,E4,Gsr,1669786208.965,2.42884
1669786210182,E4,Gsr,1669786209.215,2.424998
1669786210182,E4,Gsr,1669786209.465,2.422436
1669786210182,E4,Gsr,1669786209.715,2.417313
1669786210182,E4,Gsr,1669786209.965,2.414751
1669786210182,E4,Gsr,1669786210.215,2.413471
1669786211688,E4,Gsr,1669786210.465,2.408347
1669786211688,E4,Gsr,1669786210.715,2.408347
1669786211689,E4,Gsr,1669786210.965,2.408347
1669786211689,E4,Gsr,1669786211.215,2.413471
1669786211689,E4,Gsr,1669786211.465,2.416032
1669786211689,E4,Gsr,1669786211.715,2.414751
1669786213174,E4,Gsr,1669786211.965,2.413471
1669786213174,E4,Gsr,1669786212.215,2.422436
1669786213175,E4,Gsr,1669786212.465,2.435244
1669786213175,E4,Gsr,1669786212.715,2.449333
1669786213175,E4,Gsr,1669786212.965,2.458298
1669786213175,E4,Gsr,1669786213.215,2.457017
1669786214680,E4,Gsr,1669786213.465,2.451894
1669786214681,E4,Gsr,1669786213.715,2.441648
1669786214681,E4,Gsr,1669786213.965,2.431402
1669786214681,E4,Gsr,1669786214.215,2.42884
1669786214681,E4,Gsr,1669786214.465,2.419874
1669786214681,E4,Gsr,1669786214.715,2.409628
1669786216188,E4,Gsr,1669786214.965,2.401943
1669786216188,E4,Gsr,1669786215.215,2.394259
1669786216188,E4,Gsr,1669786215.465,2.390416
1669786216188,E4,Gsr,1669786215.715,2.387855
1669786216188,E4,Gsr,1669786215.965,2.378889
1669786216188,E4,Gsr,1669786216.215,2.376328
1669786217673,E4,Gsr,1669786216.465,2.368643
1669786217673,E4,Gsr,1669786216.715,2.3648
1669786217674,E4,Gsr,1669786216.965,2.359677
1669786217674,E4,Gsr,1669786217.215,2.359677
1669786217674,E4,Gsr,1669786217.465,2.355835
1669786217674,E4,Gsr,1669786217.715,2.349431
1669786219181,E4,Gsr,1669786217.965,2.343027
1669786219181,E4,Gsr,1669786218.215,2.337904
1669786219181,E4,Gsr,1669786218.465,2.335342
1669786219181,E4,Gsr,1669786218.715,2.330219
1669786219181,E4,Gsr,1669786218.965,2.328938
1669786219181,E4,Gsr,1669786219.215,2.326377
1669786220689,E4,Gsr,1669786219.465,2.31613
1669786220689,E4,Gsr,1669786219.715,2.312288
1669786220689,E4,Gsr,1669786219.965,2.308446
1669786220689,E4,Gsr,1669786220.215,2.302042
1669786220689,E4,Gsr,1669786220.465,2.29948
1669786220689,E4,Gsr,1669786220.715,2.302042
1669786222196,E4,Gsr,1669786221.215,2.296919
1669786222198,E4,Gsr,1669786220.965,2.302042
1669786222198,E4,Gsr,1669786221.465,2.302042
1669786222198,E4,Gsr,1669786221.715,2.303323
1669786222198,E4,Gsr,1669786221.965,2.296919
1669786222198,E4,Gsr,1669786222.215,2.290515
1669786223681,E4,Gsr,1669786222.715,2.280268
1669786223681,E4,Gsr,1669786222.465,2.287953
1669786223681,E4,Gsr,1669786222.965,2.281549
1669786223681,E4,Gsr,1669786223.215,2.268741
1669786223681,E4,Gsr,1669786223.465,2.26618
1669786223681,E4,Gsr,1669786223.715,2.259776
1669786225189,E4,Gsr,1669786223.965,2.257214
1669786225189,E4,Gsr,1669786224.215,2.248249
1669786225189,E4,Gsr,1669786224.465,2.246968
1669786225189,E4,Gsr,1669786224.715,2.241844
1669786225189,E4,Gsr,1669786224.965,2.239283
1669786225189,E4,Gsr,1669786225.215,2.238002
1669786226674,E4,Gsr,1669786225.465,2.230317
1669786226674,E4,Gsr,1669786225.715,2.226475
1669786226674,E4,Gsr,1669786225.965,2.227756
1669786226674,E4,Gsr,1669786226.215,2.222633
1669786226674,E4,Gsr,1669786226.465,2.220071
1669786226674,E4,Gsr,1669786226.715,2.214948
1669786228182,E4,Gsr,1669786226.965,2.209825
1669786228182,E4,Gsr,1669786227.215,2.207263
1669786228183,E4,Gsr,1669786227.465,2.207263
1669786228183,E4,Gsr,1669786227.715,2.198298
1669786228183,E4,Gsr,1669786227.965,2.198298
1669786228183,E4,Gsr,1669786228.215,2.190613
1669786229689,E4,Gsr,1669786228.465,2.188051
1669786229690,E4,Gsr,1669786228.965,2.176524
1669786229690,E4,Gsr,1669786229.215,2.17012
1669786229690,E4,Gsr,1669786229.465,2.168839
1669786229690,E4,Gsr,1669786229.715,2.166278
1669786229689,E4,Gsr,1669786228.715,2.182928
1669786231173,E4,Gsr,1669786229.965,2.158593
1669786231173,E4,Gsr,1669786230.215,2.152189
1669786231174,E4,Gsr,1669786230.465,2.149627
1669786231174,E4,Gsr,1669786230.715,2.144504
1669786231174,E4,Gsr,1669786230.965,2.148347
1669786231174,E4,Gsr,1669786231.215,2.144504
1669786232681,E4,Gsr,1669786231.465,2.13682
1669786232681,E4,Gsr,1669786231.715,2.131696
1669786232682,E4,Gsr,1669786231.965,2.129135
1669786232682,E4,Gsr,1669786232.215,2.126573
1669786232682,E4,Gsr,1669786232.465,2.120169
1669786232682,E4,Gsr,1669786232.715,2.116327
1669786234189,E4,Gsr,1669786232.965,2.113765
1669786234189,E4,Gsr,1669786233.215,2.115046
1669786234189,E4,Gsr,1669786233.465,2.108642
1669786234189,E4,Gsr,1669786233.715,2.111204
1669786234189,E4,Gsr,1669786233.965,2.103519
1669786234189,E4,Gsr,1669786234.215,2.099677
1669786235674,E4,Gsr,1669786234.715,2.102238
1669786235674,E4,Gsr,1669786234.465,2.099677
1669786235674,E4,Gsr,1669786234.965,2.107362
1669786235674,E4,Gsr,1669786235.215,2.109923
1669786235674,E4,Gsr,1669786235.465,2.1048
1669786235674,E4,Gsr,1669786235.715,2.103519
1669786237182,E4,Gsr,1669786235.965,2.100957
1669786237182,E4,Gsr,1669786236.215,2.098396
1669786237183,E4,Gsr,1669786236.465,2.091992
1669786237183,E4,Gsr,1669786236.715,2.083026
1669786237183,E4,Gsr,1669786236.965,2.077903
1669786237183,E4,Gsr,1669786237.215,2.071499
1669786238688,E4,Gsr,1669786237.465,2.067657
1669786238688,E4,Gsr,1669786237.715,2.059972
1669786238689,E4,Gsr,1669786237.965,2.057411
1669786238689,E4,Gsr,1669786238.215,2.051007
1669786238689,E4,Gsr,1669786238.465,2.044603
1669786238689,E4,Gsr,1669786238.715,2.043322
1669786240173,E4,Gsr,1669786239.215,2.031795
1669786240173,E4,Gsr,1669786239.215,2.031795
1669786240174,E4,Gsr,1669786239.465,2.025391
1669786240174,E4,Gsr,1669786239.715,2.018987
1669786240174,E4,Gsr,1669786239.965,2.015145
1669786240174,E4,Gsr,1669786240.215,2.010021
1669786241681,E4,Gsr,1669786240.465,2.003617
1669786241681,E4,Gsr,1669786240.715,1.998494
1669786241682,E4,Gsr,1669786240.965,1.994652
1669786241682,E4,Gsr,1669786241.215,1.990809
1669786241682,E4,Gsr,1669786241.465,1.993371
1669786241682,E4,Gsr,1669786241.715,1.980563
1669786243166,E4,Gsr,1669786241.965,1.979282
1669786243166,E4,Gsr,1669786242.215,1.97544
1669786243166,E4,Gsr,1669786242.465,1.971598
1669786243166,E4,Gsr,1669786242.715,1.962632
1669786243166,E4,Gsr,1669786242.965,1.95879
1669786243166,E4,Gsr,1669786243.215,1.980737
1669786244674,E4,Gsr,1669786243.465,1.973053
1669786244674,E4,Gsr,1669786243.715,1.967929
1669786244674,E4,Gsr,1669786243.965,1.966649
1669786244674,E4,Gsr,1669786244.215,1.955122
1669786244674,E4,Gsr,1669786244.465,1.949998
1669786244674,E4,Gsr,1669786244.715,1.947437
1669786246181,E4,Gsr,1669786244.965,1.942314
1669786246181,E4,Gsr,1669786245.215,1.93719
1669786246181,E4,Gsr,1669786245.465,1.929506
1669786246181,E4,Gsr,1669786245.715,1.928225
1669786246181,E4,Gsr,1669786245.965,1.925663
1669786246181,E4,Gsr,1669786246.215,1.92054
1669786247668,E4,Gsr,1669786246.465,1.914136
1669786247668,E4,Gsr,1669786246.715,1.909013
1669786247668,E4,Gsr,1669786246.965,1.90389
1669786247668,E4,Gsr,1669786247.215,1.900047
1669786247668,E4,Gsr,1669786247.465,1.896205
1669786247668,E4,Gsr,1669786247.715,1.893643
1669786249175,E4,Gsr,1669786247.965,1.88724
1669786249175,E4,Gsr,1669786248.215,1.884678
1669786249176,E4,Gsr,1669786248.465,1.879555
1669786249176,E4,Gsr,1669786248.715,1.873151
1669786249176,E4,Gsr,1669786248.965,1.870589
1669786249176,E4,Gsr,1669786249.215,1.862905
1669786250682,E4,Gsr,1669786249.465,1.85522
1669786250682,E4,Gsr,1669786249.715,1.860343
1669786250682,E4,Gsr,1669786249.965,1.848816
1669786250682,E4,Gsr,1669786250.215,1.844973
1669786250682,E4,Gsr,1669786250.465,1.83985
1669786250682,E4,Gsr,1669786250.715,1.836008
1669786252188,E4,Gsr,1669786250.965,1.832165
1669786252188,E4,Gsr,1669786251.215,1.832165
1669786252189,E4,Gsr,1669786251.465,1.832165
1669786252189,E4,Gsr,1669786251.715,1.819358
1669786252189,E4,Gsr,1669786251.965,1.815515
1669786252189,E4,Gsr,1669786252.215,1.811673
1669786253675,E4,Gsr,1669786252.465,1.805269
1669786253675,E4,Gsr,1669786252.715,1.800146
1669786253676,E4,Gsr,1669786252.965,1.796303
1669786253676,E4,Gsr,1669786253.215,1.793742
1669786253676,E4,Gsr,1669786253.465,1.786057
1669786253676,E4,Gsr,1669786253.715,1.780934
1669786255181,E4,Gsr,1669786253.965,1.777092
1669786255181,E4,Gsr,1669786254.215,1.775811
1669786255182,E4,Gsr,1669786254.465,1.769407
1669786255182,E4,Gsr,1669786254.715,1.766845
1669786255182,E4,Gsr,1669786254.965,1.766845
1669786255182,E4,Gsr,1669786255.215,1.761722
1669786256666,E4,Gsr,1669786255.715,1.755318
1669786256666,E4,Gsr,1669786255.465,1.756599
1669786256667,E4,Gsr,1669786255.965,1.754037
1669786256667,E4,Gsr,1669786256.215,1.75788
1669786256667,E4,Gsr,1669786256.465,1.761722
1669786256667,E4,Gsr,1669786256.715,1.779653
1669786258174,E4,Gsr,1669786256.965,1.79118
1669786258174,E4,Gsr,1669786257.215,1.812954
1669786258174,E4,Gsr,1669786257.465,1.825762
1669786258174,E4,Gsr,1669786257.715,1.825762
1669786258174,E4,Gsr,1669786257.965,1.818077
1669786258174,E4,Gsr,1669786258.215,1.809111
1669786259682,E4,Gsr,1669786258.465,1.802707
1669786259682,E4,Gsr,1669786258.715,1.79118
1669786259682,E4,Gsr,1669786258.965,1.787338
1669786259682,E4,Gsr,1669786259.215,1.780934
1669786259682,E4,Gsr,1669786259.465,1.773249
1669786259682,E4,Gsr,1669786259.715,1.769407
1669786261167,E4,Gsr,1669786259.965,1.773249
1669786261167,E4,Gsr,1669786260.215,1.775811
1669786261167,E4,Gsr,1669786260.465,1.775811
1669786261167,E4,Gsr,1669786260.715,1.778372
1669786261167,E4,Gsr,1669786260.965,1.779653
1669786261167,E4,Gsr,1669786261.215,1.777092
1669786262674,E4,Gsr,1669786261.715,1.766845
1669786262674,E4,Gsr,1669786261.465,1.77453
1669786262675,E4,Gsr,1669786261.965,1.764284
1669786262675,E4,Gsr,1669786262.215,1.754037
1669786262675,E4,Gsr,1669786262.465,1.748914
1669786262675,E4,Gsr,1669786262.715,1.741229
1669786264182,E4,Gsr,1669786262.965,1.738668
1669786264182,E4,Gsr,1669786263.215,1.732264
1669786264182,E4,Gsr,1669786263.465,1.730983
1669786264182,E4,Gsr,1669786263.715,1.72586
1669786264182,E4,Gsr,1669786263.965,1.718175
1669786264182,E4,Gsr,1669786264.215,1.714333
1669786265668,E4,Gsr,1669786264.465,1.70921
1669786265668,E4,Gsr,1669786264.715,1.707929
1669786265668,E4,Gsr,1669786264.965,1.702806
1669786265668,E4,Gsr,1669786265.215,1.69384
1669786265668,E4,Gsr,1669786265.465,1.69384
1669786265668,E4,Gsr,1669786265.715,1.691278
1669786267174,E4,Gsr,1669786265.965,1.686155
1669786267174,E4,Gsr,1669786266.215,1.682313
1669786267174,E4,Gsr,1669786266.465,1.681032
1669786267174,E4,Gsr,1669786266.715,1.673347
1669786267174,E4,Gsr,1669786266.965,1.675909
1669786267174,E4,Gsr,1669786267.215,1.668224
1669786268682,E4,Gsr,1669786267.465,1.663101
1669786268682,E4,Gsr,1669786267.715,1.659259
1669786268682,E4,Gsr,1669786267.965,1.66054
1669786268682,E4,Gsr,1669786268.215,1.651574
1669786268682,E4,Gsr,1669786268.465,1.647732
1669786268682,E4,Gsr,1669786268.715,1.643889
1669786270213,E4,Gsr,1669786268.965,1.641328
1669786270213,E4,Gsr,1669786269.215,1.637485
1669786270213,E4,Gsr,1669786269.465,1.633643
1669786270213,E4,Gsr,1669786269.715,1.633643
1669786270213,E4,Gsr,1669786269.965,1.62852
1669786270213,E4,Gsr,1669786270.215,1.625958
1669786271674,E4,Gsr,1669786270.465,1.622116
1669786271674,E4,Gsr,1669786270.715,1.616993
1669786271675,E4,Gsr,1669786270.965,1.615712
1669786271675,E4,Gsr,1669786271.215,1.609308
1669786271675,E4,Gsr,1669786271.465,1.616993
1669786271675,E4,Gsr,1669786271.715,1.62852
1669786273182,E4,Gsr,1669786271.965,1.655416
1669786273182,E4,Gsr,1669786272.215,1.686155
1669786273182,E4,Gsr,1669786272.465,1.715613
1669786273182,E4,Gsr,1669786272.715,1.736106
1669786273182,E4,Gsr,1669786272.965,1.756599
1669786273182,E4,Gsr,1669786273.215,1.795023
1669786274667,E4,Gsr,1669786273.465,1.846254
1669786274667,E4,Gsr,1669786273.715,1.88852
1669786274667,E4,Gsr,1669786273.965,1.932067
1669786274667,E4,Gsr,1669786274.215,1.964087
1669786274667,E4,Gsr,1669786274.465,1.979457
1669786274667,E4,Gsr,1669786274.715,1.980737
1669786276175,E4,Gsr,1669786274.965,1.973053
1669786276175,E4,Gsr,1669786275.215,1.957683
1669786276176,E4,Gsr,1669786275.465,1.941033
1669786276176,E4,Gsr,1669786275.715,1.915417
1669786276176,E4,Gsr,1669786275.965,1.901328
1669786276176,E4,Gsr,1669786276.215,1.893643
1669786277705,E4,Gsr,1669786276.465,1.892363
1669786277705,E4,Gsr,1669786276.715,1.90389
1669786277706,E4,Gsr,1669786276.965,1.947437
1669786277706,E4,Gsr,1669786277.215,2.016599
1669786277706,E4,Gsr,1669786277.465,2.051181
1669786277706,E4,Gsr,1669786277.715,2.078078
1669786279166,E4,Gsr,1669786277.965,2.085762
1669786279166,E4,Gsr,1669786278.215,2.093447
1669786279167,E4,Gsr,1669786278.465,2.11522
1669786279167,E4,Gsr,1669786278.715,2.133152
1669786279167,E4,Gsr,1669786278.965,2.142117
1669786279167,E4,Gsr,1669786279.215,2.151083
1669786280674,E4,Gsr,1669786279.715,2.143398
1669786280674,E4,Gsr,1669786279.465,2.143398
1669786280675,E4,Gsr,1669786279.965,2.124186
1669786280675,E4,Gsr,1669786280.215,2.097289
1669786280675,E4,Gsr,1669786280.465,2.079358
1669786280675,E4,Gsr,1669786280.715,2.06655
1669786282182,E4,Gsr,1669786280.965,2.055023
1669786282182,E4,Gsr,1669786281.215,2.039654
1669786282182,E4,Gsr,1669786281.465,2.030688
1669786282182,E4,Gsr,1669786281.715,2.021723
1669786282182,E4,Gsr,1669786281.965,2.01788
1669786282182,E4,Gsr,1669786282.215,2.014038
1669786283667,E4,Gsr,1669786282.465,2.016599
1669786283667,E4,Gsr,1669786282.715,2.016599
1669786283668,E4,Gsr,1669786282.965,2.01788
1669786283668,E4,Gsr,1669786283.215,2.014038
1669786283668,E4,Gsr,1669786283.465,2.019161
1669786283668,E4,Gsr,1669786283.715,2.024284
1669786285196,E4,Gsr,1669786283.965,2.034531
1669786285196,E4,Gsr,1669786283.965,2.034531
1669786285197,E4,Gsr,1669786284.465,2.080639
1669786285197,E4,Gsr,1669786284.715,2.092166
1669786285197,E4,Gsr,1669786284.965,2.102412
1669786285197,E4,Gsr,1669786285.215,2.103693
1669786286682,E4,Gsr,1669786285.465,2.093447
1669786286682,E4,Gsr,1669786285.715,2.084481
1669786286682,E4,Gsr,1669786285.965,2.08192
1669786286682,E4,Gsr,1669786286.215,2.074235
1669786286682,E4,Gsr,1669786286.465,2.087043
1669786286682,E4,Gsr,1669786286.715,2.102412
1669786288167,E4,Gsr,1669786286.965,2.122905
1669786288167,E4,Gsr,1669786287.215,2.131871
1669786288168,E4,Gsr,1669786287.465,2.140836
1669786288168,E4,Gsr,1669786287.715,2.135713
1669786288168,E4,Gsr,1669786287.965,2.129309
1669786288168,E4,Gsr,1669786288.215,2.13059
1669786289674,E4,Gsr,1669786288.465,2.131871
1669786289674,E4,Gsr,1669786288.715,2.124186
1669786289675,E4,Gsr,1669786288.965,2.135713
1669786289675,E4,Gsr,1669786289.215,2.134432
1669786289675,E4,Gsr,1669786289.465,2.134432
1669786289675,E4,Gsr,1669786289.715,2.136994
1669786291181,E4,Gsr,1669786290.215,2.138275
1669786291181,E4,Gsr,1669786290.215,2.138275
1669786291182,E4,Gsr,1669786290.465,2.138275
1669786291182,E4,Gsr,1669786290.715,2.136994
1669786291182,E4,Gsr,1669786290.965,2.136994
1669786291182,E4,Gsr,1669786291.215,2.131871
1669786292666,E4,Gsr,1669786291.715,2.13059
1669786292669,E4,Gsr,1669786291.465,2.131871
1669786292669,E4,Gsr,1669786291.965,2.133152
1669786292669,E4,Gsr,1669786292.215,2.133152
1669786292669,E4,Gsr,1669786292.465,2.135713
1669786292669,E4,Gsr,1669786292.715,2.136994
1669786294175,E4,Gsr,1669786292.965,2.139555
1669786294175,E4,Gsr,1669786293.215,2.144679
