,,Category,Value,,
1664977600092,1664977600.117540,E4_Bvp,-15.00043,,
1664977600092,1664977600.133160,E4_Bvp,-8.486877,,
1664977600247,1664977600.148790,E4_Bvp,-0.4559326,,
1664977600247,1664977600.164420,E4_Bvp,3.253662,,
1664977600247,1664977600.195670,E4_Bvp,-1.08783,,
1664977600247,1664977600.180040,E4_Bvp,-12.8114,,
1664977600247,1664977600.211290,E4_Bvp,-26.85815,,
1664977600248,1664977600.226920,E4_Bvp,-36.62939,,
1664977600248,1664977600.242540,E4_Bvp,-37.58826,,
1664977600248,1664977600.258170,E4_Bvp,-29.68634,,
1664977600248,1664977600.273800,E4_Bvp,-17.6972,,
1664977600248,1664977600.289420,E4_Bvp,-8.200867,,
1664977600248,1664977600.305050,E4_Bvp,-5.812683,,
1664977600450,1664977600.320670,E4_Bvp,-10.70361,,
1664977600450,1664977600.336300,E4_Bvp,-18.26929,,
1664977600450,1664977600.351920,E4_Bvp,-22.04065,,
1664977600450,1664977600.367550,E4_Bvp,-17.56097,,
1664977600450,1664977600.383180,E4_Bvp,-4.851379,,
1664977600450,1664977600.398800,E4_Bvp,11.16644,,
1664977600450,1664977600.414430,E4_Bvp,23.67957,,
1664977600451,1664977600.430050,E4_Bvp,27.72559,,
1664977600451,1664977600.445680,E4_Bvp,22.58948,,
1664977600451,1664977600.461300,E4_Bvp,12.04663,,
1664977600451,1664977600.476930,E4_Bvp,1.727417,,
1664977600631,1664977600.492560,E4_Bvp,-4.293335,,
1664977600631,1664977600.508180,E4_Bvp,-5.40863,,
1664977600631,1664977600.523810,E4_Bvp,-4.72113,,
1664977600631,1664977600.539430,E4_Bvp,-6.200317,,
1664977600631,1664977600.555060,E4_Bvp,-11.83209,,
1664977600631,1664977600.570680,E4_Bvp,-20.28345,,
1664977600632,1664977600.586310,E4_Bvp,-27.26965,,
1664977600632,1664977600.601940,E4_Bvp,-28.40302,,
1664977600632,1664977600.617560,E4_Bvp,-22.20441,,
1664977600632,1664977600.633190,E4_Bvp,-11.47388,,
1664977600632,1664977600.648810,E4_Bvp,-2.773804,,
1664977600765,1664977600.664440,E4_Bvp,-3.235718,,
1664977600765,1664977600.680060,E4_Bvp,-16.58405,,
1664977600765,1664977600.695690,E4_Bvp,-40.57544,,
1664977600765,1664977600.711320,E4_Bvp,-66.96106,,
1664977600766,1664977600.726940,E4_Bvp,-84.7417,,
1664977600766,1664977600.742570,E4_Bvp,-85.22375,,
1664977600766,1664977600.758190,E4_Bvp,-66.01862,,
1664977600766,1664977600.773820,E4_Bvp,-32.55615,,
1664977600766,1664977600.789440,E4_Bvp,4.579712,,
1664977600766,1664977600.805070,E4_Bvp,34.87274,,
1664977600766,1664977600.820700,E4_Bvp,52.42249,,
1664977600945,1664977600.836320,E4_Bvp,58.02551,,
1664977600945,1664977600.851950,E4_Bvp,57.39423,,
1664977600945,1664977600.867570,E4_Bvp,56.72278,,
1664977600946,1664977600.883200,E4_Bvp,58.99481,,
1664977600946,1664977600.898820,E4_Bvp,62.45111,,
1664977600946,1664977600.914450,E4_Bvp,62.55133,,
1664977600946,1664977600.945700,E4_Bvp,55.95874,,
1664977600946,1664977600.930080,E4_Bvp,43.07861,,
1664977600946,1664977600.961330,E4_Bvp,28.42902,,
1664977600946,1664977600.976950,E4_Bvp,17.80182,,
1664977600946,1664977600.992580,E4_Bvp,14.61041,,
1664977601125,1664977601.023830,E4_Bvp,17.98584,,
1664977601126,1664977601.008200,E4_Bvp,23.26483,,
1664977601126,1664977601.039460,E4_Bvp,25.56958,,
1664977601127,1664977601.055080,E4_Bvp,23.41028,,
1664977601127,1664977601.070710,E4_Bvp,19.84729,,
1664977601128,1664977601.086330,E4_Bvp,20.71533,,
1664977601129,1664977601.101960,E4_Bvp,30.55273,,
1664977601129,1664977601.117580,E4_Bvp,48.46735,,
1664977601129,1664977601.133210,E4_Bvp,67.35297,,
1664977601130,1664977601.148840,E4_Bvp,76.42682,,
1664977601130,1664977601.164460,E4_Bvp,66.57748,,
1664977601283,1664977601.180090,E4_Bvp,-9.701447,,
1664977601283,1664977601.195710,E4_Bvp,35.69727,,
1664977601283,1664977601.211340,E4_Bvp,-56.83746,,
1664977601283,1664977601.226960,E4_Bvp,-92.36395,,
1664977601283,1664977601.242590,E4_Bvp,-108.5994,,
1664977601284,1664977601.258220,E4_Bvp,-106.315,,
1664977601284,1664977601.273840,E4_Bvp,-93.61383,,
1664977601284,1664977601.289470,E4_Bvp,-81.19815,,
1664977601284,1664977601.305090,E4_Bvp,-76.58298,,
1664977601284,1664977601.320720,E4_Bvp,-80.62582,,
1664977601284,1664977601.336340,E4_Bvp,-87.74451,,
1664977601463,1664977601.351970,E4_Bvp,-89.60434,,
1664977601464,1664977601.367600,E4_Bvp,-80.37781,,
1664977601464,1664977601.383220,E4_Bvp,-59.77652,,
1664977601464,1664977601.398850,E4_Bvp,-33.25232,,
1664977601464,1664977601.414470,E4_Bvp,-8.849243,,
1664977601464,1664977601.430100,E4_Bvp,7.430695,,
1664977601464,1664977601.445720,E4_Bvp,14.31436,,
1664977601464,1664977601.461350,E4_Bvp,15.36105,,
1664977601464,1664977601.476980,E4_Bvp,16.03094,,
1664977601465,1664977601.492600,E4_Bvp,19.86203,,
1664977601465,1664977600.220000,E4_Bvp,26.31845,,
1664977601465,1664977600.470000,E4_Bvp,30.93716,,
1664977601465,1664977600.720000,E4_Bvp,28.42615,,
1664977601465,1664977600.970000,E4_Bvp,16.4472,,
1664977601465,1664977601.220000,E4_Bvp,-2.608246,,
1664977601466,1664977601.470000,E4_Bvp,-22.23428,,
1664977601466,1664977601.508230,E4_Bvp,-34.78217,,
1664977601642,1664977601.523850,E4_Bvp,-35.50751,,
1664977601642,1664977601.539480,E4_Bvp,-24.4538,,
1664977601642,1664977601.555100,E4_Bvp,-6.180206,,
1664977601643,1664977601.570730,E4_Bvp,13.07217,,
1664977601643,1664977601.586360,E4_Bvp,28.98096,,
1664977601643,1664977601.601980,E4_Bvp,40.80942,,
1664977601643,1664977601.617610,E4_Bvp,51.06079,,
1664977601643,1664977601.633230,E4_Bvp,63.03653,,
1664977601643,1664977601.648860,E4_Bvp,77.58047,,
1664977601643,1664977601.664480,E4_Bvp,91.97882,,
1664977601643,1664977601.680110,E4_Bvp,100.6636,,
1664977601800,1664977601.695740,E4_Bvp,98.32809,,
1664977601801,1664977601.711360,E4_Bvp,83.10434,,
1664977601801,1664977601.726990,E4_Bvp,57.99219,,
1664977601801,1664977601.742610,E4_Bvp,30.22229,,
1664977601801,1664977601.758240,E4_Bvp,8.274445,,
1664977601801,1664977601.773860,E4_Bvp,-2.198669,,
1664977601802,1664977601.789490,E4_Bvp,-0.5076904,,
1664977601802,1664977601.805120,E4_Bvp,8.820709,,
1664977601802,1664977601.820740,E4_Bvp,18.67868,,
1664977601802,1664977601.836370,E4_Bvp,23.16116,,
1664977601802,1664977601.851990,E4_Bvp,20.0047,,
1664977601982,1664977601.867620,E4_Bvp,11.46561,,
1664977601982,1664977601.883240,E4_Bvp,2.341003,,
1664977601982,1664977601.898870,E4_Bvp,-3.264008,,
1664977601982,1664977601.914500,E4_Bvp,-4.050842,,
1664977601982,1664977601.930120,E4_Bvp,-2.367096,,
1664977601982,1664977601.945750,E4_Bvp,-2.197815,,
1664977601982,1664977601.961370,E4_Bvp,-6.164642,,
1664977601982,1664977601.977000,E4_Bvp,-13.80151,,
1664977601982,1664977601.992620,E4_Bvp,-21.31134,,
1664977601983,1664977602.008250,E4_Bvp,-23.91473,,
1664977601983,1664977602.023880,E4_Bvp,-19.09222,,
1664977602137,1664977602.039500,E4_Bvp,-8.267731,,
1664977602138,1664977602.055130,E4_Bvp,3.274231,,
1664977602138,1664977602.070750,E4_Bvp,9.531189,,
1664977602138,1664977602.086380,E4_Bvp,7.231079,,
1664977602138,1664977602.102010,E4_Bvp,-2.357452,,
1664977602138,1664977602.117630,E4_Bvp,-13.70508,,
1664977602138,1664977602.133260,E4_Bvp,-20.30396,,
1664977602138,1664977602.148880,E4_Bvp,-18.39297,,
1664977602138,1664977602.164510,E4_Bvp,-8.893677,,
1664977602139,1664977602.180130,E4_Bvp,2.820129,,
1664977602139,1664977602.195760,E4_Bvp,10.39838,,
1664977602317,1664977602.211390,E4_Bvp,10.16541,,
1664977602317,1664977602.242640,E4_Bvp,2.899078,,
1664977602317,1664977602.227010,E4_Bvp,-6.455872,,
1664977602317,1664977602.258260,E4_Bvp,-11.99429,,
1664977602317,1664977602.273890,E4_Bvp,-10.39093,,
1664977602317,1664977602.289510,E4_Bvp,-2.687561,,
1664977602318,1664977602.305140,E4_Bvp,6.050537,,
1664977602318,1664977602.320770,E4_Bvp,10.16321,,
1664977602318,1664977602.336390,E4_Bvp,6.658478,,
1664977602318,1664977602.352020,E4_Bvp,-3.070465,,
1664977602318,1664977602.367640,E4_Bvp,-13.75473,,
1664977602498,1664977602.383270,E4_Bvp,-19.4382,,
1664977602498,1664977602.398890,E4_Bvp,-16.87006,,
1664977602498,1664977602.414520,E4_Bvp,-7.3927,,
1664977602498,1664977602.430150,E4_Bvp,3.603577,,
1664977602498,1664977602.445770,E4_Bvp,10.12335,,
1664977602498,1664977602.461400,E4_Bvp,8.879669,,
1664977602498,1664977602.477020,E4_Bvp,1.135559,,
1664977602498,1664977602.492650,E4_Bvp,-12.6214,,
1664977602498,1664977602.508270,E4_Bvp,-9.840149,,
1664977602498,1664977602.523900,E4_Bvp,-7.946228,,
1664977602498,1664977602.539530,E4_Bvp,-1.100311,,
1664977602655,1664977602.555150,E4_Bvp,8.288666,,
1664977602655,1664977602.570780,E4_Bvp,12.71521,,
1664977602655,1664977602.586400,E4_Bvp,9.337799,,
1664977602655,1664977602.602030,E4_Bvp,-0.2004089,,
1664977602655,1664977602.617650,E4_Bvp,-10.63867,,
1664977602656,1664977602.633280,E4_Bvp,-16.34076,,
1664977602656,1664977602.648910,E4_Bvp,-14.29968,,
1664977602656,1664977602.664530,E4_Bvp,-5.837219,,
1664977602656,1664977602.680160,E4_Bvp,4.056702,,
1664977602656,1664977602.695780,E4_Bvp,9.909149,,
1664977602656,1664977602.711410,E4_Bvp,8.621552,,
1664977602834,1664977602.727030,E4_Bvp,1.33078,,
1664977602834,1664977602.742660,E4_Bvp,-7.117523,,
1664977602834,1664977602.758290,E4_Bvp,-11.20081,,
1664977602836,1664977602.773910,E4_Bvp,-7.712219,,
1664977602836,1664977602.789540,E4_Bvp,2.077057,,
1664977602836,1664977602.805160,E4_Bvp,12.7821,,
1664977602836,1664977602.820790,E4_Bvp,18.27255,,
1664977602836,1664977602.836410,E4_Bvp,14.94983,,
1664977602836,1664977602.852040,E4_Bvp,4.185272,,
1664977602836,1664977602.867670,E4_Bvp,-8.157684,,
1664977602836,1664977601.720000,E4_Bvp,-15.22299,,
1664977602969,1664977601.970000,E4_Bvp,-12.78683,,
1664977602970,1664977602.220000,E4_Bvp,-1.963715,,
1664977602970,1664977602.470000,E4_Bvp,11.1369,,
1664977602970,1664977602.720000,E4_Bvp,19.34396,,
1664977602970,1664977602.970000,E4_Bvp,18.12891,,
1664977602970,1664977602.883290,E4_Bvp,8.496429,,
1664977603016,1664977602.898920,E4_Bvp,-3.604309,,
1664977603016,1664977602.914540,E4_Bvp,-11.077,,
1664977603016,1664977602.930170,E4_Bvp,-9.551941,,
1664977603016,1664977602.945790,E4_Bvp,-0.1499634,,
1664977603016,1664977602.961420,E4_Bvp,11.14542,,
1664977603016,1664977602.977050,E4_Bvp,17.45651,,
1664977603016,1664977602.992670,E4_Bvp,14.83154,,
1664977603016,1664977603.008300,E4_Bvp,4.837463,,
1664977603016,1664977603.023920,E4_Bvp,-6.247314,,
1664977603016,1664977603.039550,E4_Bvp,-11.51816,,
1664977603016,1664977603.055170,E4_Bvp,-7.435303,,
1664977603172,1664977603.070800,E4_Bvp,3.788696,,
1664977603172,1664977603.086430,E4_Bvp,15.22153,,
1664977603172,1664977603.102050,E4_Bvp,19.72281,,
1664977603173,1664977603.117680,E4_Bvp,13.98172,,
1664977603173,1664977603.133300,E4_Bvp,0.7346191,,
1664977603173,1664977603.148930,E4_Bvp,-12.71021,,
1664977603173,1664977603.164550,E4_Bvp,-19.05151,,
1664977603173,1664977603.180180,E4_Bvp,-15.17178,,
1664977603173,1664977603.195810,E4_Bvp,-3.989349,,
1664977603173,1664977603.211430,E4_Bvp,7.187317,,
1664977603173,1664977603.227060,E4_Bvp,11.33481,,
1664977603352,1664977603.242680,E4_Bvp,5.655426,,
1664977603353,1664977603.258310,E4_Bvp,-6.843933,,
1664977603353,1664977603.273930,E4_Bvp,-19.0166,,
1664977603353,1664977603.289560,E4_Bvp,-23.95615,,
1664977603353,1664977603.305190,E4_Bvp,-18.85306,,
1664977603353,1664977603.320810,E4_Bvp,-6.421448,,
1664977603353,1664977603.336440,E4_Bvp,6.538696,,
1664977603353,1664977603.352060,E4_Bvp,13.25638,,
1664977603353,1664977603.367690,E4_Bvp,10.7027,,
1664977603353,1664977603.383310,E4_Bvp,1.153809,,
1664977603354,1664977603.398940,E4_Bvp,-9.258331,,
1664977603533,1664977603.414570,E4_Bvp,-14.13904,,
1664977603533,1664977603.430190,E4_Bvp,-10.54468,,
1664977603533,1664977603.445820,E4_Bvp,-0.7025146,,
1664977603533,1664977603.461440,E4_Bvp,9.31955,,
1664977603533,1664977603.477070,E4_Bvp,13.20026,,
1664977603533,1664977603.492690,E4_Bvp,8.198853,,
1664977603533,1664977603.508320,E4_Bvp,-3.020599,,
1664977603534,1664977603.523950,E4_Bvp,-13.81195,,
1664977603534,1664977603.539570,E4_Bvp,-17.50363,,
1664977603534,1664977603.555200,E4_Bvp,-11.21561,,
1664977603534,1664977603.570820,E4_Bvp,2.16861,,
1664977603690,1664977603.586450,E4_Bvp,15.52649,,
1664977603690,1664977603.602070,E4_Bvp,21.6723,,
1664977603690,1664977603.617700,E4_Bvp,17.39352,,
1664977603690,1664977603.648950,E4_Bvp,5.350189,,
1664977603690,1664977603.664580,E4_Bvp,-7.336548,,
1664977603690,1664977603.633330,E4_Bvp,-13.41562,,
1664977603690,1664977603.680200,E4_Bvp,-9.833832,,
1664977603690,1664977603.695830,E4_Bvp,0.8040161,,
1664977603691,1664977603.711450,E4_Bvp,11.55493,,
1664977603691,1664977603.727080,E4_Bvp,10.17953,,
1664977603691,1664977603.742710,E4_Bvp,-1.64505,,
1664977603871,1664977603.758330,E4_Bvp,-13.08209,,
1664977603871,1664977603.773960,E4_Bvp,15.5578,,
1664977603871,1664977603.789580,E4_Bvp,-17.28809,,
1664977603871,1664977603.805210,E4_Bvp,-11.81512,,
1664977603871,1664977603.820830,E4_Bvp,0.1380005,,
1664977603871,1664977603.836460,E4_Bvp,11.61606,,
1664977603871,1664977603.852090,E4_Bvp,15.7739,,
1664977603872,1664977603.867710,E4_Bvp,10.15427,,
1664977603872,1664977603.883340,E4_Bvp,-1.824921,,
1664977603872,1664977603.898960,E4_Bvp,-12.97913,,
1664977603872,1664977603.914590,E4_Bvp,-16.47446,,
1664977604027,1664977603.930210,E4_Bvp,-9.789612,,
1664977604028,1664977603.945840,E4_Bvp,3.403717,,
1664977604028,1664977603.961470,E4_Bvp,15.65051,,
1664977604028,1664977603.977090,E4_Bvp,19.86853,,
1664977604029,1664977603.992720,E4_Bvp,13.36633,,
1664977604029,1664977604.008340,E4_Bvp,-0.3315125,,
1664977604029,1664977604.023970,E4_Bvp,-13.55984,,
1664977604029,1664977604.039590,E4_Bvp,-18.98505,,
1664977604029,1664977604.055220,E4_Bvp,-13.68454,,
1664977604030,1664977604.070850,E4_Bvp,-0.8988647,,
1664977604030,1664977604.086470,E4_Bvp,11.90787,,
1664977604208,1664977604.102100,E4_Bvp,17.6665,,
1664977604208,1664977604.117720,E4_Bvp,13.54846,,
1664977604208,1664977604.133350,E4_Bvp,2.448517,,
1664977604208,1664977604.148970,E4_Bvp,-8.769867,,
1664977604208,1664977604.164600,E4_Bvp,-13.36011,,
1664977604209,1664977604.180230,E4_Bvp,-8.601929,,
1664977604209,1664977604.195850,E4_Bvp,2.648438,,
1664977604209,1664977604.211480,E4_Bvp,13.56754,,
1664977604209,1664977604.227100,E4_Bvp,17.36255,,
1664977604209,1664977604.242730,E4_Bvp,11.40045,,
1664977604209,1664977604.258350,E4_Bvp,-1.253174,,
1664977604387,1664977604.273980,E4_Bvp,-13.55289,,
1664977604387,1664977604.289610,E4_Bvp,-18.39514,,
1664977604388,1664977604.305230,E4_Bvp,-12.82813,,
1664977604388,1664977604.320860,E4_Bvp,0.157135,,
1664977604388,1664977604.336480,E4_Bvp,13.31415,,
1664977604388,1664977604.352110,E4_Bvp,19.22452,,
1664977604388,1664977604.367730,E4_Bvp,14.51221,,
1664977604388,1664977604.383360,E4_Bvp,1.87854,,
1664977604388,1664977604.398990,E4_Bvp,-11.45703,,
1664977604388,1664977604.414610,E4_Bvp,-18.00186,,
1664977604389,1664977603.220000,E4_Bvp,-14.20114,,
1664977604454,1664977603.470000,E4_Bvp,-2.61322,,
1664977604454,1664977603.720000,E4_Bvp,9.614868,,
1664977604455,1664977603.970000,E4_Bvp,15.18564,,
1664977604455,1664977604.220000,E4_Bvp,10.91467,,
1664977604456,1664977604.470000,E4_Bvp,-0.4685364,,
1664977604456,1664977604.430240,E4_Bvp,-12.03876,,
1664977604545,1664977604.445860,E4_Bvp,-16.79361,,
1664977604546,1664977604.461490,E4_Bvp,-11.94623,,
1664977604546,1664977604.477110,E4_Bvp,-0.4200439,,
1664977604546,1664977604.492740,E4_Bvp,10.75204,,
1664977604546,1664977604.508370,E4_Bvp,14.58917,,
1664977604546,1664977604.523990,E4_Bvp,8.543304,,
1664977604546,1664977604.539620,E4_Bvp,-3.952911,,
1664977604546,1664977604.555240,E4_Bvp,-15.51474,,
1664977604546,1664977604.570870,E4_Bvp,-19.16293,,
1664977604546,1664977604.586490,E4_Bvp,-12.28934,,
1664977604547,1664977604.602120,E4_Bvp,1.480103,,
1664977604747,1664977604.617750,E4_Bvp,14.62543,,
1664977604748,1664977604.633370,E4_Bvp,19.98401,,
1664977604748,1664977604.649000,E4_Bvp,14.81491,,
1664977604748,1664977604.664620,E4_Bvp,-9.384247,,
1664977604748,1664977604.680250,E4_Bvp,2.531219,,
1664977604748,1664977604.695870,E4_Bvp,-13.87946,,
1664977604748,1664977604.711500,E4_Bvp,-8.305084,,
1664977604748,1664977604.727130,E4_Bvp,4.213837,,
1664977604748,1664977604.742750,E4_Bvp,16.38196,,
1664977604748,1664977604.758380,E4_Bvp,21.53329,,
1664977604748,1664977604.774000,E4_Bvp,17.38583,,
1664977604905,1664977604.789630,E4_Bvp,7.22229,,
1664977604905,1664977604.805260,E4_Bvp,-1.982086,,
1664977604905,1664977604.820880,E4_Bvp,-3.853973,,
1664977604905,1664977604.836510,E4_Bvp,3.473358,,
1664977604905,1664977604.852130,E4_Bvp,16.4437,,
1664977604906,1664977604.867760,E4_Bvp,27.99847,,
1664977604906,1664977604.883380,E4_Bvp,31.5929,,
1664977604906,1664977604.899010,E4_Bvp,25.32596,,
1664977604906,1664977604.914640,E4_Bvp,13.07773,,
1664977604906,1664977604.930260,E4_Bvp,2.490784,,
1664977604906,1664977604.945890,E4_Bvp,1.058594,,
1664977605063,1664977604.977140,E4_Bvp,11.70209,,
1664977605063,1664977604.992760,E4_Bvp,30.80579,,
1664977605063,1664977605.008390,E4_Bvp,49.42236,,
1664977605063,1664977604.961510,E4_Bvp,57.20538,,
1664977605063,1664977605.024020,E4_Bvp,47.6492,,
1664977605063,1664977605.039640,E4_Bvp,21.60907,,
1664977605063,1664977605.055270,E4_Bvp,-12.74097,,
1664977605063,1664977605.070890,E4_Bvp,-43.46259,,
1664977605063,1664977605.086520,E4_Bvp,-60.10828,,
1664977605063,1664977605.102140,E4_Bvp,-58.56012,,
1664977605063,1664977605.117770,E4_Bvp,-42.08737,,
1664977605243,1664977605.133400,E4_Bvp,-18.76791,,
1664977605243,1664977605.149020,E4_Bvp,3.219696,,
1664977605243,1664977605.164650,E4_Bvp,19.65509,,
1664977605243,1664977605.180270,E4_Bvp,31.12891,,
1664977605243,1664977605.195900,E4_Bvp,40.53021,,
1664977605244,1664977605.211520,E4_Bvp,49.3511,,
1664977605244,1664977605.227150,E4_Bvp,55.46185,,
1664977605246,1664977605.242780,E4_Bvp,53.78906,,
1664977605246,1664977605.258400,E4_Bvp,39.99307,,
1664977605246,1664977605.274030,E4_Bvp,14.3688,,
1664977605247,1664977605.289650,E4_Bvp,-16.8353,,
1664977605422,1664977605.305280,E4_Bvp,-43.71909,,
1664977605422,1664977605.320900,E4_Bvp,-57.47665,,
1664977605422,1664977605.336530,E4_Bvp,-54.82227,,
1664977605422,1664977605.352160,E4_Bvp,-39.72949,,
1664977605423,1664977605.367780,E4_Bvp,-21.12073,,
1664977605423,1664977605.383410,E4_Bvp,-8.370026,,
1664977605424,1664977605.399030,E4_Bvp,-6.532104,,
1664977605424,1664977605.414660,E4_Bvp,-14.01489,,
1664977605424,1664977605.430280,E4_Bvp,-24.33011,,
1664977605424,1664977605.445910,E4_Bvp,-30.00201,,
1664977605424,1664977605.461540,E4_Bvp,-26.98306,,
1664977605580,1664977605.477160,E4_Bvp,-16.81635,,
1664977605580,1664977605.492790,E4_Bvp,-5.400299,,
1664977605581,1664977605.508410,E4_Bvp,0.6531982,,
1664977605581,1664977605.524040,E4_Bvp,-1.860077,,
1664977605581,1664977605.539660,E4_Bvp,-10.62735,,
1664977605581,1664977605.555290,E4_Bvp,-19.27414,,
1664977605581,1664977605.570920,E4_Bvp,-21.29605,,
1664977605581,1664977605.586540,E4_Bvp,-13.87234,,
1664977605581,1664977605.602170,E4_Bvp,0.02896118,,
1664977605581,1664977605.617790,E4_Bvp,13.5372,,
1664977605581,1664977605.633420,E4_Bvp,19.73767,,
1664977605759,1664977605.649040,E4_Bvp,15.63202,,
1664977605759,1664977605.664670,E4_Bvp,4.154816,,
1664977605759,1664977605.680300,E4_Bvp,-7.627197,,
1664977605760,1664977605.695920,E4_Bvp,-12.69766,,
1664977605761,1664977605.711550,E4_Bvp,-7.987213,,
1664977605761,1664977605.727170,E4_Bvp,3.625,,
1664977605761,1664977605.742800,E4_Bvp,15.10822,,
1664977605762,1664977605.758420,E4_Bvp,19.53018,,
1664977605762,1664977605.774050,E4_Bvp,13.88342,,
1664977605762,1664977605.789680,E4_Bvp,1.138611,,
1664977605762,1664977605.805300,E4_Bvp,-17.32178,,
1664977605964,1664977605.820930,E4_Bvp,-11.58337,,
1664977605964,1664977605.836550,E4_Bvp,-13.10883,,
1664977605965,1664977605.852180,E4_Bvp,-1.903748,,
1664977605965,1664977605.867800,E4_Bvp,9.199402,,
1664977605965,1664977605.883430,E4_Bvp,13.41693,,
1664977605965,1664977605.899060,E4_Bvp,8.06781,,
1664977605965,1664977605.914680,E4_Bvp,-3.735168,,
1664977605965,1664977605.930310,E4_Bvp,-14.94104,,
1664977605965,1664977605.945930,E4_Bvp,-18.91138,,
1664977605965,1664977605.961560,E4_Bvp,-13.22882,,
1664977605966,1664977604.720000,E4_Bvp,-1.179047,,
1664977605966,1664977604.970000,E4_Bvp,10.1077,,
1664977605966,1664977605.470000,E4_Bvp,14.19235,,
1664977605966,1664977605.720000,E4_Bvp,8.919556,,
1664977605966,1664977605.220000,E4_Bvp,-2.344971,,
1664977605966,1664977605.970000,E4_Bvp,-12.71588,,
1664977605966,1664977605.977180,E4_Bvp,-16.04553,,
1664977606105,1664977606.008440,E4_Bvp,-10.46838,,
1664977606106,1664977605.992810,E4_Bvp,0.6449585,,
1664977606106,1664977606.024060,E4_Bvp,10.60175,,
1664977606106,1664977606.039690,E4_Bvp,13.75031,,
1664977606106,1664977606.055310,E4_Bvp,8.714661,,
1664977606106,1664977606.070940,E4_Bvp,-0.9137573,,
1664977606106,1664977606.086560,E4_Bvp,-8.724609,,
1664977606106,1664977606.102190,E4_Bvp,-9.556091,,
1664977606107,1664977606.117820,E4_Bvp,-2.553894,,
1664977606107,1664977606.133440,E4_Bvp,8.400574,,
1664977606107,1664977606.149070,E4_Bvp,16.78278,,
1664977606280,1664977606.164690,E4_Bvp,17.44397,,
1664977606280,1664977606.180320,E4_Bvp,9.673828,,
1664977606281,1664977606.195940,E4_Bvp,-2.489746,,
1664977606281,1664977606.211570,E4_Bvp,-12.56494,,
1664977606281,1664977606.227200,E4_Bvp,-15.4082,,
1664977606281,1664977606.242820,E4_Bvp,-10.15649,,
1664977606281,1664977606.258450,E4_Bvp,-0.5112915,,
1664977606281,1664977606.274070,E4_Bvp,7.340637,,
1664977606281,1664977606.289700,E4_Bvp,8.448975,,
1664977606281,1664977606.305320,E4_Bvp,2.17218,,
1664977606281,1664977606.320950,E4_Bvp,-7.583496,,
1664977606435,1664977606.336580,E4_Bvp,-14.62054,,
1664977606435,1664977606.352200,E4_Bvp,-14.10535,,
1664977606435,1664977606.367830,E4_Bvp,-5.532654,,
1664977606435,1664977606.383450,E4_Bvp,6.872375,,
1664977606435,1664977606.399080,E4_Bvp,16.41852,,
1664977606435,1664977606.414700,E4_Bvp,17.6452,,
1664977606435,1664977606.430330,E4_Bvp,9.66626,,
1664977606436,1664977606.445960,E4_Bvp,-3.356445,,
1664977606436,1664977606.461580,E4_Bvp,-14.47913,,
1664977606436,1664977606.477210,E4_Bvp,-17.86261,,
1664977606436,1664977606.492830,E4_Bvp,-12.17566,,
1664977606618,1664977606.508460,E4_Bvp,-1.223938,,
1664977606618,1664977606.524080,E4_Bvp,8.209534,,
1664977606618,1664977606.539710,E4_Bvp,10.36285,,
1664977606618,1664977606.555340,E4_Bvp,4.005859,,
1664977606618,1664977606.570960,E4_Bvp,-6.748962,,
1664977606618,1664977606.586590,E4_Bvp,-14.76642,,
1664977606618,1664977606.602210,E4_Bvp,-13.97552,,
1664977606618,1664977606.617840,E4_Bvp,-3.013306,,
1664977606618,1664977606.633460,E4_Bvp,13.65784,,
1664977606618,1664977606.649090,E4_Bvp,27.89117,,
1664977606618,1664977606.664720,E4_Bvp,31.87225,,
1664977606817,1664977606.680340,E4_Bvp,22.14319,,
1664977606818,1664977606.695970,E4_Bvp,1.642456,,
1664977606818,1664977606.711590,E4_Bvp,-21.76428,,
1664977606818,1664977606.727220,E4_Bvp,-39.04199,,
1664977606818,1664977606.742840,E4_Bvp,-44.29742,,
1664977606818,1664977606.758470,E4_Bvp,-37.48706,,
1664977606818,1664977606.774100,E4_Bvp,-23.8468,,
1664977606818,1664977606.789720,E4_Bvp,-10.75317,,
1664977606819,1664977606.805350,E4_Bvp,-3.739563,,
1664977606819,1664977606.820970,E4_Bvp,-3.609314,,
1664977606819,1664977606.836600,E4_Bvp,-6.680786,,
1664977606953,1664977606.852220,E4_Bvp,-7.735474,,
1664977606953,1664977606.867850,E4_Bvp,-3.593689,,
1664977606953,1664977606.883480,E4_Bvp,4.428711,,
1664977606953,1664977606.899100,E4_Bvp,11.51465,,
1664977606953,1664977606.914730,E4_Bvp,12.55292,,
1664977606953,1664977606.930350,E4_Bvp,5.651184,,
1664977606953,1664977606.945980,E4_Bvp,-6.16217,,
1664977606954,1664977606.961610,E4_Bvp,-16.4577,,
1664977606954,1664977606.977230,E4_Bvp,-19.26135,,
1664977606954,1664977606.992860,E4_Bvp,-12.77026,,
1664977606954,1664977607.008480,E4_Bvp,-0.5872803,,
1664977607133,1664977607.024110,E4_Bvp,10.1637,,
1664977607133,1664977607.039730,E4_Bvp,13.19019,,
1664977607134,1664977607.055360,E4_Bvp,6.551575,,
1664977607134,1664977607.070990,E4_Bvp,-6.145386,,
1664977607134,1664977607.086610,E4_Bvp,-17.72626,,
1664977607134,1664977607.102240,E4_Bvp,-21.64117,,
1664977607134,1664977607.117860,E4_Bvp,-15.58014,,
