,,Category,Value,,
1664977620880,1664977620.806000,E4_Bvp,-19.1739,,
1664977620881,1664977620.821620,E4_Bvp,-16.38517,,
1664977620881,1664977620.837250,E4_Bvp,-4.286995,,
1664977620881,1664977620.852870,E4_Bvp,10.10411,,
1664977620881,1664977620.868500,E4_Bvp,18.68439,,
1664977620881,1664977620.884120,E4_Bvp,16.90241,,
1664977620881,1664977620.899750,E4_Bvp,6.516792,,
1664977620881,1664977620.915380,E4_Bvp,-5.457985,,
1664977620881,1664977619.720000,E4_Bvp,-11.27327,,
1664977620970,1664977619.970000,E4_Bvp,-6.963432,,
1664977620971,1664977620.220000,E4_Bvp,5.194603,,
1664977620971,1664977620.470000,E4_Bvp,17.79148,,
1664977620971,1664977620.720000,E4_Bvp,22.95794,,
1664977620971,1664977620.970000,E4_Bvp,17.15804,,
1664977620971,1664977620.931000,E4_Bvp,3.095055,,
1664977621061,1664977620.946630,E4_Bvp,-11.2649,,
1664977621061,1664977620.962250,E4_Bvp,-17.96716,,
1664977621062,1664977620.977880,E4_Bvp,-13.30432,,
1664977621062,1664977620.993500,E4_Bvp,-0.3168411,,
1664977621062,1664977621.009130,E4_Bvp,13.02628,,
E4_Bvp,-4.829781,E4_Bvp,18.47071,,
E4_Bvp,6.737679,E4_Bvp,12.40409,,
E4_Bvp,14.078220,E4_Bvp,-2.0299,,
E4_Bvp,12.217580,E4_Bvp,-16.61993,,
E4_Bvp,1.814125,E4_Bvp,-22.87856,,
1664977621063,1664977621.102880,E4_Bvp,-16.83101,,
1664977621240,1664977621.118510,E4_Bvp,-1.61573,,
1664977621240,1664977621.134140,E4_Bvp,14.45213,,
1664977621240,1664977621.149760,E4_Bvp,22.45332,,
1664977621241,1664977621.165390,E4_Bvp,18.01115,,
1664977621241,1664977621.181010,E4_Bvp,3.996353,,
1664977621241,1664977621.196640,E4_Bvp,-11.68833,,
1664977621241,1664977621.212270,E4_Bvp,-20.19556,,
1664977621241,1664977621.227890,E4_Bvp,-17.25993,,
1664977621241,1664977621.243520,E4_Bvp,-5.480286,,
1664977621241,1664977621.259140,E4_Bvp,7.317848,,
1664977621242,1664977621.274770,E4_Bvp,12.91595,,
1664977621398,1664977621.290390,E4_Bvp,7.526962,,
1664977621398,1664977621.306020,E4_Bvp,-5.698318,,
1664977621399,1664977621.321650,E4_Bvp,-18.74577,,
1664977621399,1664977621.337270,E4_Bvp,-23.36205,,
1664977621399,1664977621.352900,E4_Bvp,-16.17712,,
1664977621399,1664977621.368520,E4_Bvp,-0.573555,,
1664977621399,1664977621.384150,E4_Bvp,15.14976,,
1664977621399,1664977621.399770,E4_Bvp,22.74545,,
1664977621399,1664977621.415400,E4_Bvp,18.83192,,
1664977621399,1664977621.431030,E4_Bvp,6.440086,,
1664977621399,1664977621.446650,E4_Bvp,-6.545189,,
1664977621578,1664977621.462280,E4_Bvp,-12.51972,,
1664977621578,1664977621.477900,E4_Bvp,-8.361755,,
1664977621578,1664977621.493530,E4_Bvp,2.847343,,
1664977621578,1664977621.509150,E4_Bvp,13.74048,,
1664977621578,1664977621.524780,E4_Bvp,17.29302,,
1664977621578,1664977621.540410,E4_Bvp,11.00748,,
1664977621578,1664977621.556030,E4_Bvp,-1.860359,,
1664977621579,1664977621.571660,E4_Bvp,-13.84362,,
1664977621579,1664977621.587280,E4_Bvp,-18.15841,,
1664977621579,1664977621.602910,E4_Bvp,-12.29966,,
1664977621579,1664977621.618530,E4_Bvp,0.2288895,,
1664977621735,1664977621.634160,E4_Bvp,12.19298,,
1664977621735,1664977621.649790,E4_Bvp,16.72038,,
1664977621735,1664977621.665410,E4_Bvp,11.37759,,
1664977621735,1664977621.681040,E4_Bvp,-0.4564514,,
1664977621735,1664977621.696660,E4_Bvp,-11.65788,,
1664977621735,1664977621.712290,E4_Bvp,-15.50762,,
1664977621735,1664977621.727910,E4_Bvp,-9.578201,,
1664977621735,1664977621.743540,E4_Bvp,2.640472,,
1664977621735,1664977621.759170,E4_Bvp,13.98523,,
1664977621735,1664977621.774790,E4_Bvp,17.73259,,
1664977621735,1664977621.790420,E4_Bvp,-1.29097,,
1664977621915,1664977621.806040,E4_Bvp,11.47197,,
1664977621915,1664977621.821670,E4_Bvp,-14.37357,,
1664977621915,1664977621.837290,E4_Bvp,-13.64838,,
1664977621915,1664977621.852920,E4_Bvp,6.620575,,
1664977621915,1664977621.868550,E4_Bvp,9.860268,,
1664977621915,1664977621.884170,E4_Bvp,3.844429,,
1664977621915,1664977621.899800,E4_Bvp,-8.08844,,
1664977621915,1664977621.915420,E4_Bvp,-19.07257,,
1664977621916,1664977621.931050,E4_Bvp,-22.41773,,
1664977621916,1664977621.946670,E4_Bvp,-15.74083,,
1664977621916,1664977621.962300,E4_Bvp,-2.26844,,
1664977622072,1664977621.977930,E4_Bvp,10.91193,,
1664977622073,1664977621.993550,E4_Bvp,16.9577,,
1664977622073,1664977622.009180,E4_Bvp,13.23063,,
1664977622073,1664977622.024800,E4_Bvp,2.484436,,
1664977622073,1664977622.040430,E4_Bvp,-8.401451,,
1664977622073,1664977622.056050,E4_Bvp,-12.76028,,
1664977622073,1664977622.071680,E4_Bvp,-7.872925,,
1664977622073,1664977622.087310,E4_Bvp,3.410118,,
1664977622073,1664977622.102930,E4_Bvp,14.30938,,
1664977622073,1664977622.118560,E4_Bvp,18.19135,,
1664977622073,1664977622.134180,E4_Bvp,12.561,,
1664977622253,1664977622.165430,E4_Bvp,0.264801,,
1664977622253,1664977622.149810,E4_Bvp,-11.65426,,
1664977622253,1664977622.181060,E4_Bvp,-16.56802,,
1664977622253,1664977622.196690,E4_Bvp,-11.81544,,
1664977622253,1664977622.212310,E4_Bvp,-0.5670319,,
1664977622253,1664977622.227940,E4_Bvp,10.29776,,
1664977622253,1664977622.243560,E4_Bvp,14.14754,,
1664977622253,1664977622.259190,E4_Bvp,8.707344,,
1664977622254,1664977622.290440,E4_Bvp,-2.538254,,
1664977622254,1664977622.274810,E4_Bvp,-12.47783,,
1664977622254,1664977622.306070,E4_Bvp,-14.56215,,
1664977622434,1664977622.321690,E4_Bvp,-6.827057,,
1664977622434,1664977622.337320,E4_Bvp,6.59111,,
1664977622434,1664977622.352940,E4_Bvp,18.0187,,
1664977622434,1664977622.368570,E4_Bvp,20.60944,,
1664977622434,1664977622.384190,E4_Bvp,12.3653,,
1664977622434,1664977622.399820,E4_Bvp,-1.649414,,
1664977622434,1664977622.415450,E4_Bvp,9.521118,,
1664977622435,1664977622.431070,E4_Bvp,12.47551,,
1664977622435,1664977622.446700,E4_Bvp,5.224892,,
1664977622435,1664977622.462320,E4_Bvp,-15.53104,,
1664977622435,1664977621.220000,E4_Bvp,-8.070641,,
1664977622455,1664977621.470000,E4_Bvp,-19.5858,,
1664977622455,1664977621.720000,E4_Bvp,-22.35056,,
1664977622455,1664977621.970000,E4_Bvp,-14.41066,,
1664977622455,1664977622.220000,E4_Bvp,0.1495209,,
1664977622455,1664977622.470000,E4_Bvp,13.41573,,
1664977622455,1664977622.477950,E4_Bvp,18.33752,,
1664977622590,1664977622.493570,E4_Bvp,12.80613,,
1664977622590,1664977622.509200,E4_Bvp,0.4534988,,
1664977622591,1664977622.524830,E4_Bvp,-10.93974,,
1664977622591,1664977622.540450,E4_Bvp,-14.57648,,
1664977622591,1664977622.556080,E4_Bvp,-8.219154,,
1664977622591,1664977622.571700,E4_Bvp,4.251213,,
1664977622591,1664977622.587330,E4_Bvp,15.2774,,
1664977622591,1664977622.602950,E4_Bvp,17.981,,
1664977622591,1664977622.618580,E4_Bvp,10.33231,,
1664977622591,1664977622.634210,E4_Bvp,-3.874359,,
1664977622591,1664977622.649830,E4_Bvp,-16.93072,,
1664977622770,1664977622.665460,E4_Bvp,-21.89568,,
1664977622770,1664977622.681080,E4_Bvp,-16.41566,,
1664977622770,1664977622.696710,E4_Bvp,-4.266617,,
1664977622770,1664977622.727960,E4_Bvp,7.272034,,
1664977622770,1664977622.712330,E4_Bvp,11.63179,,
1664977622771,1664977622.759210,E4_Bvp,6.841827,,
1664977622771,1664977622.774840,E4_Bvp,-3.089066,,
1664977622771,1664977622.790460,E4_Bvp,-11.31668,,
1664977622771,1664977622.806090,E4_Bvp,-11.73996,,
1664977622771,1664977622.821710,E4_Bvp,-3.265015,,
1664977622950,1664977622.837340,E4_Bvp,9.524048,,
1664977622950,1664977622.852970,E4_Bvp,19.40502,,
1664977622950,1664977622.868590,E4_Bvp,19.05882,,
1664977622950,1664977622.884220,E4_Bvp,9.797729,,
1664977622951,1664977622.899840,E4_Bvp,-4.428596,,
1664977622951,1664977622.915470,E4_Bvp,-14.92403,,
1664977622951,1664977622.931090,E4_Bvp,-14.89938,,
1664977622951,1664977622.946720,E4_Bvp,-3.254395,,
1664977622951,1664977622.962350,E4_Bvp,14.66254,,
1664977622951,1664977622.977970,E4_Bvp,29.73278,,
1664977622951,1664977622.993600,E4_Bvp,34.2741,,
1664977623130,1664977623.009220,E4_Bvp,26.43452,,
1664977623130,1664977623.024850,E4_Bvp,10.92134,,
1664977623130,1664977623.040470,E4_Bvp,-7.05024,,
1664977623130,1664977623.056100,E4_Bvp,-2.964989,,
1664977623130,1664977623.071730,E4_Bvp,1.710182,,
1664977623130,1664977623.087350,E4_Bvp,19.36807,,
1664977623130,1664977623.102980,E4_Bvp,37.43851,,
1664977623131,1664977623.118600,E4_Bvp,47.5474,,
1664977623131,1664977623.134230,E4_Bvp,45.92819,,
1664977623131,1664977623.149850,E4_Bvp,34.74464,,
1664977623131,1664977623.165480,E4_Bvp,20.39739,,
1664977623309,1664977623.181110,E4_Bvp,9.186859,,
1664977623310,1664977623.196730,E4_Bvp,3.748451,,
1664977623310,1664977623.212360,E4_Bvp,1.524651,,
1664977623311,1664977623.227980,E4_Bvp,-2.888542,,
1664977623311,1664977623.243610,E4_Bvp,-13.77338,,
1664977623311,1664977623.259230,E4_Bvp,-30.72689,,
1664977623311,1664977623.274860,E4_Bvp,-47.52612,,
1664977623311,1664977623.290490,E4_Bvp,-55.78034,,
1664977623311,1664977623.306110,E4_Bvp,-49.27504,,
1664977623311,1664977623.321740,E4_Bvp,-28.67936,,
1664977623311,1664977623.337360,E4_Bvp,-2.152275,,
1664977623489,1664977623.352990,E4_Bvp,18.24905,,
1664977623490,1664977623.368610,E4_Bvp,22.82954,,
1664977623490,1664977623.384240,E4_Bvp,9.48053,,
1664977623490,1664977623.399870,E4_Bvp,-14.80173,,
1664977623490,1664977623.415490,E4_Bvp,-37.58782,,
1664977623491,1664977623.431120,E4_Bvp,-47.69518,,
1664977623491,1664977623.446740,E4_Bvp,-41.04379,,
1664977623491,1664977623.462370,E4_Bvp,-22.52792,,
1664977623491,1664977623.477990,E4_Bvp,-2.967804,,
1664977623491,1664977623.493620,E4_Bvp,7.129044,,
1664977623491,1664977623.509250,E4_Bvp,3.083763,,
1664977623625,1664977623.524870,E4_Bvp,-12.67719,,
1664977623625,1664977623.540500,E4_Bvp,-32.73344,,
1664977623625,1664977623.556120,E4_Bvp,-50.01304,,
1664977623625,1664977623.571750,E4_Bvp,-61.04717,,
1664977623625,1664977623.587370,E4_Bvp,-66.95141,,
1664977623625,1664977623.603000,E4_Bvp,-70.68431,,
1664977623625,1664977623.618630,E4_Bvp,-73.63351,,
1664977623626,1664977623.634250,E4_Bvp,-73.50304,,
1664977623626,1664977623.649880,E4_Bvp,-65.23148,,
1664977623627,1664977623.665500,E4_Bvp,-44.69823,,
1664977623627,1664977623.681130,E4_Bvp,-12.02653,,
1664977623808,1664977623.696750,E4_Bvp,26.65049,,
1664977623808,1664977623.712380,E4_Bvp,61.00768,,
1664977623808,1664977623.728010,E4_Bvp,80.93179,,
1664977623808,1664977623.743630,E4_Bvp,80.95598,,
1664977623808,1664977623.759260,E4_Bvp,62.60129,,
1664977623808,1664977623.774880,E4_Bvp,33.57931,,
1664977623808,1664977623.790510,E4_Bvp,3.64814,,
1664977623808,1664977623.806140,E4_Bvp,-19.60564,,
1664977623808,1664977623.821760,E4_Bvp,-33.54121,,
1664977623808,1664977623.837390,E4_Bvp,-40.04204,,
1664977623809,1664977622.720000,E4_Bvp,-42.5491,,
1664977623963,1664977622.970000,E4_Bvp,-42.70408,,
1664977623963,1664977623.220000,E4_Bvp,-38.84578,,
1664977623963,1664977623.470000,E4_Bvp,-27.41079,,
1664977623963,1664977623.720000,E4_Bvp,-6.199467,,
1664977623963,1664977623.970000,E4_Bvp,22.38846,,
1664977623963,1664977623.853010,E4_Bvp,51.11878,,
1664977623964,1664977623.868640,E4_Bvp,70.1918,,
1664977623964,1664977623.884260,E4_Bvp,71.90598,,
1664977623964,1664977623.899890,E4_Bvp,54.66945,,
1664977623964,1664977623.915520,E4_Bvp,24.29342,,
1664977623964,1664977623.931140,E4_Bvp,-7.848831,,
1664977623964,1664977623.946770,E4_Bvp,-29.6889,,
1664977623964,1664977623.962390,E4_Bvp,-33.25976,,
1664977623964,1664977623.978020,E4_Bvp,-17.96721,,
1664977623965,1664977623.993640,E4_Bvp,9.499283,,
1664977623965,1664977624.009270,E4_Bvp,38.19193,,
1664977623965,1664977624.024900,E4_Bvp,57.66366,,
1664977624142,1664977624.040520,E4_Bvp,62.4632,,
1664977624142,1664977624.056150,E4_Bvp,53.85679,,
1664977624142,1664977624.071770,E4_Bvp,38.40108,,
1664977624143,1664977624.087400,E4_Bvp,23.81898,,
1664977624143,1664977624.103020,E4_Bvp,14.91152,,
1664977624143,1664977624.118650,E4_Bvp,10.92513,,
1664977624143,1664977624.134280,E4_Bvp,7.251202,,
1664977624143,1664977624.149900,E4_Bvp,-1.075388,,
1664977624143,1664977624.165530,E4_Bvp,-31.59455,,
1664977624143,1664977624.181150,E4_Bvp,-15.39584,,
1664977624143,1664977624.196780,E4_Bvp,-42.38799,,
1664977624326,1664977624.212400,E4_Bvp,-41.34826,,
1664977624326,1664977624.228030,E4_Bvp,-27.3388,,
1664977624326,1664977624.243660,E4_Bvp,-5.555523,,
1664977624326,1664977624.259280,E4_Bvp,14.63492,,
1664977624326,1664977624.274910,E4_Bvp,24.97569,,
1664977624326,1664977624.290530,E4_Bvp,22.83436,,
1664977624327,1664977624.306160,E4_Bvp,12.43191,,
1664977624327,1664977624.321780,E4_Bvp,2.472419,,
1664977624327,1664977624.337410,E4_Bvp,0.5759659,,
1664977624327,1664977624.353040,E4_Bvp,9.236319,,
1664977624327,1664977624.368660,E4_Bvp,23.9147,,
1664977624480,1664977624.384290,E4_Bvp,36.30602,,
1664977624480,1664977624.399910,E4_Bvp,39.19971,,
1664977624481,1664977624.415540,E4_Bvp,30.79331,,
1664977624481,1664977624.431160,E4_Bvp,16.1732,,
1664977624481,1664977624.462420,E4_Bvp,3.705889,,
1664977624481,1664977624.446790,E4_Bvp,0.6198092,,
1664977624481,1664977624.509290,E4_Bvp,8.19043,,
E4_Bvp,-3.600410,E4_Bvp,21.59174,,
1664977624481,1664977624.478040,E4_Bvp,32.23905,,
E4_Bvp,-18.810080,E4_Bvp,33.18563,,
1664977624481,1664977624.540540,E4_Bvp,23.26788,,
1664977624660,1664977624.556170,E4_Bvp,7.265744,,
1664977624660,1664977624.571800,E4_Bvp,-6.364227,,
1664977624660,1664977624.587420,E4_Bvp,-11.01688,,
1664977624660,1664977624.603050,E4_Bvp,-4.959433,,
1664977624661,1664977624.618670,E4_Bvp,7.139265,,
1664977624661,1664977624.634300,E4_Bvp,18.00421,,
1664977624661,1664977624.649920,E4_Bvp,21.90432,,
1664977624661,1664977624.665550,E4_Bvp,17.95797,,
1664977624661,1664977624.681180,E4_Bvp,10.62556,,
1664977624661,1664977624.696800,E4_Bvp,6.061316,,
1664977624661,1664977624.712430,E4_Bvp,8.456568,,
1664977624840,1664977624.728050,E4_Bvp,16.82143,,
1664977624840,1664977624.743680,E4_Bvp,26.19308,,
1664977624840,1664977624.759300,E4_Bvp,30.37423,,
1664977624840,1664977624.774930,E4_Bvp,26.19629,,
1664977624841,1664977624.790560,E4_Bvp,15.67463,,
1664977624841,1664977624.806180,E4_Bvp,4.838542,,
1664977624841,1664977624.821810,E4_Bvp,0.530611,,
1664977624841,1664977624.837430,E4_Bvp,6.343733,,
1664977624841,1664977624.853060,E4_Bvp,20.75769,,
1664977624841,1664977624.868680,E4_Bvp,37.19918,,
1664977624841,1664977624.884310,E4_Bvp,46.91022,,
1664977624998,1664977624.899940,E4_Bvp,42.53919,,
1664977624998,1664977624.915560,E4_Bvp,21.3486,,
1664977624998,1664977624.931190,E4_Bvp,-13.27611,,
1664977624999,1664977624.946810,E4_Bvp,-52.79597,,
1664977624999,1664977624.962440,E4_Bvp,-86.29785,,
1664977624999,1664977624.978060,E4_Bvp,-104.7151,,
1664977624999,1664977624.993690,E4_Bvp,-104.0895,,
1664977624999,1664977625.009320,E4_Bvp,-86.8315,,
1664977624999,1664977625.024940,E4_Bvp,-60.18049,,
1664977624999,1664977625.040570,E4_Bvp,-32.48862,,
1664977624999,1664977625.056190,E4_Bvp,-9.630844,,
1664977625178,1664977625.071820,E4_Bvp,6.743168,,
166497767625178,1664977625.149950,E4_Bvp,18.04662,,
1664977625178,1664977625.165570,E4_Bvp,26.21629,,
1664977625178,1664977625.181200,E4_Bvp,30.97206,,
1664977625179,1664977625.196820,E4_Bvp,29.94862,,
1664977625179,1664977625.103070,E4_Bvp,20.58912,,
E4_Bvp,-20.181550,E4_Bvp,3.133904,,
E4_Bvp,-14.164690,E4_Bvp,-17.82685,,
1664977625179,1664977625.212450,E4_Bvp,-35.04291,,
1664977625179,1664977625.228080,E4_Bvp,-41.93864,,
1664977625380,1664977625.243700,E4_Bvp,-36.68865,,
1664977625380,1664977625.259330,E4_Bvp,-23.10426,,
1664977625381,1664977625.274950,E4_Bvp,-9.110016,,
1664977625381,1664977625.290580,E4_Bvp,-2.103062,,
1664977625381,1664977625.306200,E4_Bvp,-4.889668,,
1664977625381,1664977625.321830,E4_Bvp,-14.3608,,
1664977625381,1664977625.337460,E4_Bvp,-23.43066,,
1664977625381,1664977625.353080,E4_Bvp,-25.36117,,
1664977625381,1664977625.368710,E4_Bvp,-17.71778,,
1664977625381,1664977625.384330,E4_Bvp,-3.722649,,
1664977625381,1664977624.220000,E4_Bvp,9.768761,,
1664977625493,1664977624.470000,E4_Bvp,16.44196,,
1664977625493,1664977624.720000,E4_Bvp,13.95638,,
1664977625493,1664977624.970000,E4_Bvp,5.112846,,
1664977625493,1664977625.220000,E4_Bvp,-4.018803,,
1664977625493,1664977625.470000,E4_Bvp,-7.981785,,
1664977625493,1664977625.399960,E4_Bvp,-4.861561,,
1664977625515,1664977625.415580,E4_Bvp,2.418877,,
1664977625515,1664977625.431210,E4_Bvp,8.517405,,
1664977625515,1664977625.446840,E4_Bvp,8.834087,,
1664977625515,1664977625.462460,E4_Bvp,2.325626,,
1664977625515,1664977625.478090,E4_Bvp,-7.812641,,
1664977625516,1664977625.493710,E4_Bvp,-16.37452,,
1664977625516,1664977625.509340,E4_Bvp,-19.26939,,
1664977625516,1664977625.524960,E4_Bvp,-16.44772,,
1664977625517,1664977625.540590,E4_Bvp,-11.72348,,
1664977625517,1664977625.556220,E4_Bvp,-10.35714,,
1664977625517,1664977625.571840,E4_Bvp,-15.64748,,
1664977625695,1664977625.587470,E4_Bvp,-26.03255,,
1664977625695,1664977625.603090,E4_Bvp,-35.4875,,
1664977625695,1664977625.618720,E4_Bvp,-36.84461,,
1664977625695,1664977625.634340,E4_Bvp,-25.99062,,
1664977625695,1664977625.649970,E4_Bvp,-5.250467,,
1664977625696,1664977625.681220,E4_Bvp,17.7334,,
1664977625696,1664977625.665600,E4_Bvp,33.1925,,
1664977625696,1664977625.696850,E4_Bvp,34.86195,,
1664977625696,1664977625.712470,E4_Bvp,23.35221,,
1664977625696,1664977625.728100,E4_Bvp,5.817616,,
1664977625696,1664977625.743720,E4_Bvp,-7.729517,,
1664977625853,1664977625.759350,E4_Bvp,-9.891689,,
1664977625853,1664977625.774980,E4_Bvp,0.5339375,,
1664977625855,1664977625.790600,E4_Bvp,17.79119,,
1664977625855,1664977625.806230,E4_Bvp,32.58926,,
1664977625855,1664977625.821850,E4_Bvp,37.34234,,
1664977625855,1664977625.837480,E4_Bvp,30.16792,,
1664977625855,1664977625.868730,E4_Bvp,15.72541,,
1664977625855,1664977625.853100,E4_Bvp,2.193764,,
1664977625855,1664977625.884360,E4_Bvp,-3.651487,,
1664977625855,1664977625.899980,E4_Bvp,-0.4174461,,
1664977625855,1664977625.915610,E4_Bvp,6.841848,,
1664977626032,1664977625.931230,E4_Bvp,10.37644,,
1664977626033,1664977625.946860,E4_Bvp,4.910392,,
1664977626033,1664977625.962480,E4_Bvp,-8.309459,,
1664977626033,1664977625.978110,E4_Bvp,-21.34243,,
1664977626033,1664977625.993740,E4_Bvp,-24.04242,,
1664977626033,1664977626.009360,E4_Bvp,-10.53433,,
1664977626033,1664977626.024990,E4_Bvp,16.14537,,
1664977626033,1664977626.040610,E4_Bvp,44.54713,,
1664977626033,1664977626.056240,E4_Bvp,60.89938,,
1664977626034,1664977626.071870,E4_Bvp,56.45474,,
1664977626034,1664977626.087490,E4_Bvp,32.93166,,
1664977626214,1664977626.103120,E4_Bvp,1.788764,,
1664977626214,1664977626.118740,E4_Bvp,-22.05578,,
1664977626214,1664977626.134370,E4_Bvp,-28.2427,,
1664977626214,1664977626.149990,E4_Bvp,-16.55281,,
1664977626214,1664977626.165620,E4_Bvp,3.976578,,
1664977626214,1664977626.181250,E4_Bvp,20.45634,,
1664977626214,1664977626.196870,E4_Bvp,23.74536,,
1664977626214,1664977626.212500,E4_Bvp,13.54951,,
1664977626214,1664977626.228120,E4_Bvp,-1.958821,,
1664977626214,1664977626.243750,E4_Bvp,-11.44276,,
1664977626214,1664977626.259370,E4_Bvp,-7.177547,,
1664977626371,1664977626.275000,E4_Bvp,10.44372,,
1664977626372,1664977626.290630,E4_Bvp,33.58426,,
1664977626372,1664977626.306250,E4_Bvp,51.39238,,
1664977626372,1664977626.321880,E4_Bvp,56.19716,,
1664977626372,1664977626.337500,E4_Bvp,47.35467,,
1664977626372,1664977626.353130,E4_Bvp,30.75765,,
1664977626372,1664977626.368750,E4_Bvp,14.6028,,
1664977626372,1664977626.384380,E4_Bvp,4.646566,,
1664977626372,1664977626.400010,E4_Bvp,1.343554,,
1664977626372,1664977626.415630,E4_Bvp,0.3135347,,
1664977626372,1664977626.431260,E4_Bvp,-4.300914,,
1664977626551,1664977626.446880,E4_Bvp,-15.51556,,
1664977626551,1664977626.462510,E4_Bvp,-31.42323,,
1664977626551,1664977626.478130,E4_Bvp,-45.91894,,
1664977626551,1664977626.493760,E4_Bvp,-52.02255,,
1664977626551,1664977626.509390,E4_Bvp,-46.00316,,
1664977626551,1664977626.525010,E4_Bvp,-29.41923,,
1664977626551,1664977626.540640,E4_Bvp,-8.948931,,
1664977626551,1664977626.556260,E4_Bvp,7.128643,,
1664977626551,1664977626.571890,E4_Bvp,13.16016,,
1664977626551,1664977626.587510,E4_Bvp,8.947259,,
1664977626551,1664977626.603140,E4_Bvp,-0.4640884,,
1664977626753,1664977626.618770,E4_Bvp,-7.854568,,
1664977626753,1664977626.634390,E4_Bvp,-8.168978,,
1664977626753,1664977626.650020,E4_Bvp,-1.634508,,
1664977626753,1664977626.665640,E4_Bvp,6.150465,,
1664977626753,1664977626.681270,E4_Bvp,7.77029,,
1664977626754,1664977626.696890,E4_Bvp,-1.280137,,
1664977626754,1664977626.712520,E4_Bvp,-19.30176,,
1664977626754,1664977626.728150,E4_Bvp,-38.71203,,
1664977626754,1664977626.743770,E4_Bvp,-50.04132,,
1664977626754,1664977626.759400,E4_Bvp,-47.06902,,
1664977626754,1664977626.775020,E4_Bvp,-30.5761,,
1664977626888,1664977626.790650,E4_Bvp,-8.037785,,
1664977626888,1664977626.806270,E4_Bvp,10.56055,,
1664977626888,1664977626.821900,E4_Bvp,18.05532,,
1664977626888,1664977626.837530,E4_Bvp,13.79944,,
1664977626888,1664977626.853150,E4_Bvp,3.620728,,
1664977626888,1664977626.868780,E4_Bvp,-3.989721,,
1664977626888,1664977626.884400,E4_Bvp,-3.04125,,
1664977626888,1664977626.900030,E4_Bvp,6.476061,,
1664977626888,1664977626.915650,E4_Bvp,26.21116,,
1664977626888,1664977626.931280,E4_Bvp,18.80944,,
1664977626888,1664977625.720000,E4_Bvp,23.81175,,
1664977626955,1664977625.970000,E4_Bvp,12.62818,,
1664977626955,1664977626.220000,E4_Bvp,-1.007798,,
1664977626955,1664977626.470000,E4_Bvp,-9.291363,,
1664977626955,1664977626.720000,E4_Bvp,-7.850197,,
1664977626955,1664977626.970000,E4_Bvp,1.696943,,
1664977626955,1664977626.946910,E4_Bvp,12.71657,,
1664977627091,1664977626.962530,E4_Bvp,17.59968,,
1664977627091,1664977626.978160,E4_Bvp,12.2114,,
1664977627091,1664977626.993780,E4_Bvp,-1.464808,,
1664977627092,1664977627.009410,E4_Bvp,-16.47578,,
1664977627092,1664977627.025030,E4_Bvp,-24.84488,,
1664977627092,1664977627.040660,E4_Bvp,-22.23501,,
1664977627092,1664977627.056290,E4_Bvp,-10.22399,,
1664977627092,1664977627.087540,E4_Bvp,4.672045,,
1664977627092,1664977627.071910,E4_Bvp,14.73265,,
1664977627092,1664977627.103160,E4_Bvp,15.26725,,
1664977627092,1664977627.118790,E4_Bvp,7.170673,,
1664977627270,1664977627.134410,E4_Bvp,-3.969881,,
1664977627270,1664977627.150040,E4_Bvp,-11.34292,,
1664977627270,1664977627.165670,E4_Bvp,-10.9014,,
1664977627271,1664977627.181290,E4_Bvp,-3.543394,,
1664977627271,1664977627.196920,E4_Bvp,5.504045,,
1664977627271,1664977627.212540,E4_Bvp,9.852686,,
1664977627271,1664977627.228170,E4_Bvp,5.81814,,
1664977627272,1664977627.243790,E4_Bvp,-5.228825,,
1664977627272,1664977627.259420,E4_Bvp,-17.53557,,
1664977627272,1664977627.275050,E4_Bvp,-24.11186,,
1664977627272,1664977627.290670,E4_Bvp,-20.6355,,
1664977627428,1664977627.306300,E4_Bvp,-7.802408,,
1664977627428,1664977627.321920,E4_Bvp,8.864874,,
1664977627428,1664977627.337550,E4_Bvp,22.03048,,
1664977627428,1664977627.353170,E4_Bvp,26.46217,,
1664977627428,1664977627.368800,E4_Bvp,12.14089,,
1664977627428,1664977627.384430,E4_Bvp,21.7569,,
1664977627428,1664977627.400050,E4_Bvp,3.843773,,
1664977627428,1664977627.415680,E4_Bvp,1.429619,,
1664977627428,1664977627.431300,E4_Bvp,5.237617,,
1664977627428,1664977627.446930,E4_Bvp,11.21959,,
1664977627429,1664977627.462550,E4_Bvp,13.63285,,
1664977627586,1664977627.478180,E4_Bvp,8.707567,,
1664977627586,1664977627.493810,E4_Bvp,-2.739009,,
1664977627586,1664977627.509430,E4_Bvp,-15.50824,,
1664977627586,1664977627.525060,E4_Bvp,-22.77048,,
1664977627586,1664977627.540680,E4_Bvp,-20.08459,,
1664977627586,1664977627.556310,E4_Bvp,6.78289,,
1664977627586,1664977627.571930,E4_Bvp,-8.242619,,
1664977627586,1664977627.587560,E4_Bvp,17.28795,,
1664977627586,1664977627.603190,E4_Bvp,18.09455,,
1664977627586,1664977627.618810,E4_Bvp,9.56124,,
1664977627586,1664977627.634440,E4_Bvp,-2.594662,,
1664977627768,1664977627.650060,E4_Bvp,-10.80653,,
1664977627768,1664977627.665690,E4_Bvp,-10.11057,,
1664977627768,1664977627.681310,E4_Bvp,-1.240257,,
1664977627768,1664977627.696940,E4_Bvp,9.843531,,
1664977627768,1664977627.712570,E4_Bvp,15.84036,,
1664977627768,1664977627.728190,E4_Bvp,12.47245,,
1664977627768,1664977627.743820,E4_Bvp,1.269308,,
1664977627769,1664977627.759440,E4_Bvp,-11.1297,,
